ancestor,pfamIDs,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,median_PfamLen,mean_PfamLen,concat_length,Clans,avg_clustering_allPhases,avg_clustering_trunc,avg_transfer,phylostrata_age,GC_content
LACA,PF03874,0.074055412,0.061147466,0.030402033,0.066503846,0.004566884,0.142699885,0.03051757,0.01998774,0.011210208,0.076160736,0.123723086,0.09709844,0.020722678,0.027349956,0.025318446,0.049471904,0.045527631,0.00280175,0.030944411,0.059789917,0,0,89,90.97547445,311591,CL0426,0.816223955,0.781260915,0.02550755,postLUCA,0.408995336
LACA,PF03876,0.040647678,0.04417809,0.026451936,0.089820646,0.001290126,0.099222002,0.018811428,0.105450345,0.012386951,0.103070586,0.084681936,0.07052978,0.019417264,0.021439623,0.055126724,0.036154031,0.033002811,0.000758385,0.022524898,0.115034759,0,0,56,56.05546054,229435,CL0319,0.720672775,0.645218508,0.03311905,postLUCA,0.472769697
LBCA,PF03880,0.070637175,0.071115939,0.042145671,0.064038625,0.005614987,0.057095828,0.029088874,0.098741039,0.016019058,0.09035038,0.082680035,0.094492915,0.017196441,0.044193797,0.026593806,0.04615369,0.039782228,0.004667585,0.017691115,0.081700812,0,0,71,69.35138931,691364,CL0221,0.671561343,0.663679011,0.140865,postLUCA,0.448794094
LBCA,PF03881,0.101675835,0.061059446,0.032941814,0.061772615,0.010010663,0.062549788,0.041494136,0.089438802,0.03582078,0.039382057,0.114100303,0.026082127,0.015663448,0.0488647,0.057803323,0.047338928,0.039294053,0.023543745,0.038475737,0.052687701,0,0,270,258.9425866,874967,CL0016,0.892332286,0.890897957,0.129994,postLUCA,0.527600774
Proteobacteria,PF03882,0.088936908,0.079437753,0.055454526,0.056203333,0.001583192,0.090434522,0.040350014,0.053101132,0.013606898,0.066365717,0.116386042,0.016345393,0.01623842,0.054406196,0.025502236,0.068911662,0.059690636,0.00885732,0.027684474,0.060503626,0,0,114,113.4490291,46741,CL0123,0.733047292,0.796418666,0.02243125,modern,0.459213593
LBCA,PF03883,0.100960023,0.058439733,0.037697771,0.061860878,0.004367887,0.060527128,0.036361577,0.060220782,0.013489038,0.046413176,0.12229431,0.071888848,0.024453159,0.041424448,0.046933802,0.060397583,0.047301255,0.011273727,0.040911154,0.052783723,0,0,241,233.3841034,1227367,CL0771,0.786763692,0.849322204,0.116786,postLUCA,0.46710926
post-LBCA,PF03884,0.066458146,0.076063648,0.023144565,0.076660026,0.086246495,0.083372457,0.027756982,0.054435407,0.009871969,0.041296045,0.051827837,0.054613052,0.009021812,0.038834397,0.09789491,0.070118895,0.034399624,0.031792054,0.023277798,0.04291388,0,0,47,47.20515124,157618,CL0175,0.798231782,0.782910231,0.135683,modern,0.538756807
Terrabacteria,PF03885,0.042041391,0.071168944,0.041381416,0.063958471,0.000856982,0.092485151,0.065751239,0.057230666,0.013524562,0.066017199,0.123050857,0.102315823,0.028723687,0.031649248,0.007427181,0.058343758,0.045942139,0.003802244,0.025453363,0.058875678,0,0,131,130.1525641,101519,PF03885,0.829050163,0.912523429,0.07179055,modern,0.383051191
LBCA,PF03886,0.127812632,0.073305275,0.029442868,0.05922336,0.00227047,0.051513408,0.05920371,0.06534166,0.013467406,0.043578375,0.101444097,0.023487127,0.012756433,0.025864779,0.055291571,0.072471043,0.055448771,0.014751802,0.024569665,0.088755547,0,0,156,152.9497268,559796,CL0342,0.84610745,0.843886008,0.176136,postLUCA,0.541610351
post-LBCA,PF03887,0.061464656,0.075684487,0.048026717,0.058747913,0.015293276,0.091322325,0.059437038,0.044369053,0.032203345,0.054321609,0.099803864,0.040340322,0.054122823,0.042606483,0.023337486,0.052333749,0.044316043,0.011913912,0.052187972,0.038166927,0,0,164,164.0391304,75458,PF03887,0.893117952,0.889943481,0.08323915,modern,0.415840451
post-LBCA,PF03888,0.076623504,0.080734089,0.031245947,0.067455249,0.004358163,0.066700725,0.056770086,0.065289922,0.022506042,0.049024424,0.108062012,0.035348673,0.018285422,0.033674572,0.042225846,0.065682903,0.046332502,0.011427898,0.038516102,0.079735917,0,0,170,157.1741816,254465,CL0048,0.762211796,0.754864877,0.04659385,modern,0.487496832
Proteobacteria,PF03889,0.076832394,0.100871348,0.043516146,0.035366479,0.002819067,0.045822655,0.061660687,0.08195797,0.045771399,0.039415684,0.066529985,0.176422348,0.006355715,0.030958483,0.024192722,0.051409534,0.029318298,0,0.034853921,0.045925167,0,0,42,39.81632653,19510,PF03889,1.276657195,1.381185102,0.08440775,modern,0.423481117
LBCA,PF03891,0.084580973,0.046556514,0.053050254,0.047837224,0.055864209,0.08638479,0.044301742,0.123182654,0.010534291,0.036184567,0.05880443,0.034921895,0.024351528,0.028229734,0.043219452,0.057108842,0.042984956,0.020202749,0.046051445,0.055647751,0,0,46,44.74414851,55438,PF03891,0.70501867,0.717603479,0.2005105,postLUCA,0.530645025
Proteobacteria,PF03892,0.076579681,0.06140775,0.056326438,0.058867094,0.035178309,0.051121694,0.058126498,0.043047141,0.041833386,0.040187618,0.056439585,0.049877082,0.02315391,0.029788416,0.08982812,0.060687726,0.060862589,0.003517831,0.032709656,0.070459478,0,0,115,106.8340659,97219,CL0317,0.680541964,0.680158303,0.1347945,modern,0.492387161
LBCA,PF03894,0.068320405,0.064095438,0.052562368,0.064749925,0.014801479,0.058593719,0.036917104,0.060978066,0.048023247,0.038050877,0.107184859,0.031427467,0.022957396,0.046496782,0.044098338,0.065199004,0.047733259,0.027240763,0.02931297,0.071256535,0,0,176,172.3609858,496572,CL0254,0.874710641,0.738187738,0.1979035,postLUCA,0.477426023
LBCA,PF03895,0.125927798,0.036174894,0.051198636,0.030616005,0.000368487,0.023709506,0.035448449,0.184538286,0.012065317,0.037669899,0.040786246,0.033732352,0.022319784,0.037701483,0.02421486,0.096817325,0.056241643,0.02076161,0.044007875,0.085699546,0,0,59,57.49576271,94983,CL0193,0.824353563,0.82797313,0.242689,postLUCA,0.577453757
post-LBCA,PF03899,0.131852622,0.039088585,0.018629436,0.008988263,0.008890522,0.017765406,0.022605541,0.088029463,0.009731095,0.076378735,0.159689262,0.034999101,0.027981296,0.077496892,0.025799717,0.056060334,0.041047314,0.022425697,0.031167653,0.101373066,0,0,95,94.45273264,255778,CL0478,1.134921075,1.13486664,0.1087525,modern,0.46172876
LBCA,PF03900,0.133007009,0.068147588,0.019264125,0.048954148,0.024903897,0.092526792,0.02975527,0.107389475,0.016069749,0.049892071,0.117823529,0.033116841,0.014497029,0.022024881,0.031597133,0.049609335,0.048784234,0.004461252,0.012660602,0.075515042,0,0,69,68.23112595,735668,PF03900,0.745887784,0.791456077,0.0771592,postLUCA,0.552913936
LBCA,PF03901,0.092545362,0.044807177,0.023893383,0.019197292,0.00796716,0.028370862,0.021618208,0.067915179,0.019432097,0.081954869,0.153966982,0.035625511,0.020978568,0.091104148,0.043811282,0.057154655,0.038928968,0.031204709,0.044944821,0.074578769,0,0,319,269.6659389,123507,CL0111,1.134829558,1.147004272,0.105742,postLUCA,0.44126486
FCB,PF03903,0.060329821,0.022995877,0.074713697,0.065735227,0.000366468,0.065551993,0.022812643,0.106321576,0.017407238,0.063582226,0.069262483,0.070178653,0.008566193,0.029912964,0.0408612,0.059413651,0.075813101,0.007695831,0.041502519,0.096976638,0,0,59,72.04620462,21830,PF03903,0.549117106,0.512633858,0.1031437,modern,0.434450714
LACA,PF03911,0.090379703,0.039293797,0.01478315,0.036408634,0.005221086,0.054374727,0.010111304,0.075894334,0.01124287,0.130288913,0.113368361,0.044667081,0.023286438,0.063903704,0.032226472,0.06795352,0.036501277,0.003904234,0.03340436,0.112786035,0,0,40,39.36389685,151118,PF03911,1.441500995,1.405706149,0.0341497,postLUCA,0.440387052
Terrabacteria,PF03912,0.054856935,0.079399793,0.039730272,0.058258915,0.003644979,0.120527307,0.034141304,0.080128789,0.007472207,0.064698378,0.061903894,0.044286495,0.039001276,0.074236073,0.025028856,0.05910941,0.057955167,0.009598445,0.027944839,0.058076666,0,0,105,106.8896104,16461,PF03912,0.964945931,0.814466941,0.1123909,modern,0.449536904
LUCA,PF03916,0.099870533,0.043173109,0.027942775,0.02076104,0.008333947,0.024295618,0.016696904,0.076771727,0.019055021,0.080673921,0.125458655,0.022767561,0.03426284,0.07367318,0.0421889,0.059026963,0.054023217,0.043829104,0.036404023,0.090790961,0,0,318,293.0055823,2309470,CL0308,1.01714771,1.028446435,0.10343315,LUCA,0.467783713
post-LBCA,PF03918,0.112188268,0.082794304,0.028840075,0.058566372,0.017608279,0.067209748,0.050414742,0.051544136,0.006911459,0.049074599,0.134100673,0.033152306,0.021299073,0.035097674,0.048288347,0.052965335,0.036608035,0.01433898,0.027024398,0.071973197,0,0,138,130.7809187,370110,PF03918,1.205569598,1.229902064,0.097137,modern,0.507190162
post-LBCA,PF03922,0.087782001,0.027095376,0.052327433,0.068954271,0.000493961,0.029549923,0.026593787,0.10528233,0.018228874,0.052153879,0.088518175,0.04344758,0.013804205,0.055464752,0.047507977,0.062126549,0.075457772,0.017965682,0.040390363,0.086855109,0,0,189,187.3286888,524333,CL0193,0.614126799,0.601070983,0.1147635,modern,0.4810094
Proteobacteria,PF03923,0.092555206,0.05172942,0.064164906,0.056592064,0.000384927,0.050480373,0.06872118,0.059608632,0.010094503,0.055908623,0.090944798,0.050700331,0.020204718,0.025868638,0.036395202,0.078037974,0.075029262,0.001539706,0.026434244,0.084605293,0,0,159,155.6198044,127297,CL0342,0.867520084,0.876733977,0.07990365,modern,0.462219076
LBCA,PF03924,0.098230867,0.076370688,0.032791043,0.059619515,0.001464355,0.065903717,0.045613042,0.07704024,0.015937814,0.055882085,0.094340352,0.029587089,0.018241815,0.047153167,0.059880841,0.054937289,0.045832618,0.009890197,0.03743461,0.073848656,0,0,175,153.3557031,646701,CL0165,0.897513026,0.898964119,0.3048215,postLUCA,0.499132939
Proteobacteria,PF03925,0.07982712,0.064020526,0.050443654,0.042212007,0.00766658,0.067273477,0.046747812,0.048275019,0.019914782,0.049542601,0.095648987,0.064891034,0.035415935,0.045144245,0.03471342,0.06537974,0.083797859,0.009621405,0.029597275,0.059866522,0,0,108,106.4699187,65479,PF03925,1.151491334,1.117244669,0.01765155,modern,0.43007418
Proteobacteria,PF03927,0.090254263,0.028950933,0.032183094,0.051252847,0.010696916,0.094348335,0.044219048,0.056578218,0.043834267,0.082774118,0.093871206,0.033937696,0.021932525,0.014652466,0.033445176,0.066259312,0.047158776,0.00395555,0.022101828,0.127593425,0,0,75,74.59471871,64972,CL0032,0.910317301,0.998575696,0.10729165,modern,0.469869472
LBCA,PF03928,0.150189506,0.047064321,0.031876089,0.057779034,0.006963235,0.048725741,0.034263173,0.120036416,0.017973767,0.061631935,0.0832304,0.037945828,0.019254848,0.029222163,0.038481925,0.057092007,0.050283323,0.007013947,0.014407026,0.086565315,0,0,126,126.0205417,828207,CL0161,0.890222052,0.846219728,0.2896375,postLUCA,0.556834638
LBCA,PF03929,0.089480414,0.051326056,0.029217955,0.042770272,0.004323635,0.041025509,0.031720022,0.082350637,0.026953382,0.062847622,0.115612793,0.042780233,0.02115839,0.053094673,0.049241306,0.058874723,0.05870984,0.030591798,0.035616641,0.072304098,0,0,355,331.2360858,3814846,CL0490,1.134097556,1.137229432,0.33355,postLUCA,0.500077617
LBCA,PF03932,0.120584575,0.060917134,0.026751142,0.061573384,0.019700304,0.071652967,0.030369486,0.096977535,0.022394516,0.069713698,0.10536907,0.033255959,0.023268661,0.032174173,0.034345436,0.048338163,0.05088113,0.002878782,0.013033988,0.075819895,0,0,200,197.0179293,780191,CL0036,0.797871757,0.815263854,0.144086,postLUCA,0.522735994
post-LBCA,PF03934,0.105770893,0.063491646,0.046087896,0.075919287,0.004405015,0.072911181,0.045929202,0.067616673,0.00958025,0.047558593,0.108433309,0.030932139,0.018376128,0.031462802,0.046304205,0.062814418,0.053372646,0.014822197,0.028966156,0.065245364,0,0,181,193.9476573,989327,CL0198,0.864379563,0.867865245,0.1109095,modern,0.507599069
Proteobacteria,PF03937,0.075993333,0.098049568,0.020244529,0.098525788,0.013572272,0.090383461,0.035970143,0.043952005,0.022408224,0.045059735,0.142363915,0.032967886,0.040395884,0.048734911,0.038579001,0.032377787,0.029468704,0.026999607,0.023567716,0.040385531,0,0,73,72.08507463,193188,PF03937,1.113977184,1.043612307,0.05783755,modern,0.475857476
LBCA,PF03938,0.095156781,0.050945705,0.040471083,0.067705762,0.001065188,0.101188441,0.08793277,0.035588834,0.005118957,0.058586432,0.088935753,0.102425931,0.026391336,0.028637864,0.01631031,0.049100481,0.04501148,0.002694072,0.034976145,0.061756674,0,0,143,144.3678773,1816581,PF03938,0.794139289,0.812345634,0.06070455,postLUCA,0.422628242
post-LBCA,PF03942,0.091247482,0.072721763,0.030357722,0.048301496,0.031022803,0.062233331,0.048894169,0.041803549,0.027447994,0.042731444,0.131248877,0.040457297,0.017997409,0.034484978,0.070088257,0.057845943,0.053895684,0.016460751,0.02531598,0.05544307,0,0,184,181.2771026,372887,CL0098,1.057288402,1.068170564,0.102476,modern,0.496498577
unclassifiable,PF03946,0.104165891,0.020752314,0.051227487,0.036927287,0.011108191,0.042697375,0.052410658,0.103430665,0.005283839,0.07244477,0.057577457,0.073024652,0.023270809,0.045605295,0.101246267,0.032977708,0.049721923,0.000173432,0.016909135,0.099044845,0,0,58,57.62750628,939847,PF03946,1.30306085,1.28980075,0.05353935,unclassifiable,0.511355987
unclassifiable,PF03947,0.079723678,0.084893221,0.048731287,0.020860236,0.012902039,0.040769336,0.023855352,0.157697116,0.037342056,0.051142208,0.059480014,0.062307614,0.029937554,0.010475164,0.071369917,0.058798688,0.044978828,0.012254028,0.012932539,0.079549123,0,0,126,124.9493433,2131136,CL0010,0.932893066,0.892211688,0.0427745,unclassifiable,0.567640563
LBCA,PF03948,0.113103225,0.039737726,0.027731321,0.050319731,0.001368931,0.086360925,0.033370313,0.076770034,0.026550775,0.076444547,0.085515285,0.091975845,0.007690295,0.023659065,0.022563292,0.050095762,0.057849899,0.00133544,0.012463762,0.115093826,0,0,83,82.54060124,955490,PF03948,0.66933279,0.736015253,0.0759592,postLUCA,0.475746846
LBCA,PF03949,0.150197777,0.045863089,0.047745281,0.058777253,0.011653376,0.055802715,0.022989742,0.081276812,0.010224147,0.075667142,0.082231945,0.051228614,0.029754845,0.030491067,0.0462312,0.046399011,0.0470242,0.004034079,0.014917483,0.087490222,0,0,200,207.395002,3170240,CL0063,0.803893272,0.794478569,0.1166955,postLUCA,0.510518003
LACA,PF03950,0.068887432,0.066919002,0.043144901,0.070546179,0.013316402,0.097891747,0.022585067,0.063870228,0.020397619,0.056308373,0.074486864,0.066544869,0.015485827,0.04889344,0.061379103,0.042012125,0.040561472,0.009803375,0.032949369,0.084016604,0,0,190,170.8088441,1830900,CL0733,0.816092085,0.815325982,0.0894291,postLUCA,0.471714216
LBCA,PF03951,0.055652289,0.040892376,0.026477159,0.096837817,0.015596686,0.062974662,0.025930317,0.066145381,0.014774409,0.072515008,0.07875336,0.043484844,0.031294043,0.073351782,0.059658977,0.070268041,0.055785174,0.017620567,0.019447939,0.072539169,0,0,82,81.21355223,1241674,PF03951,0.77021999,0.780768821,0.07341595,postLUCA,0.451299152
LACA,PF03952,0.135552435,0.054543653,0.045007199,0.066579274,0.004338669,0.069346303,0.022061603,0.101595584,0.011694906,0.066425575,0.09441348,0.051727316,0.01512604,0.014768889,0.031085431,0.061786171,0.044932126,0.002307264,0.023491094,0.083216985,0,0,131,127.8845083,2251151,CL0227,0.907788326,0.895819408,0.087191,postLUCA,0.524711908
post-LBCA,PF03956,0.092589968,0.028456263,0.022326004,0.021511933,0.009373362,0.022088704,0.015579425,0.107605805,0.008664757,0.10213801,0.169887249,0.023423518,0.029557072,0.06145419,0.038139434,0.071776753,0.051372222,0.012646129,0.027830053,0.083579148,0,0,185,157.7810712,303413,CL0064,1.052153202,1.061969967,0.1000085,modern,0.459709192
LBCA,PF03958,0.10977904,0.064880866,0.045391997,0.060593467,0.000550865,0.058387836,0.056370172,0.065890784,0.00746818,0.065173683,0.094014754,0.042561618,0.018157342,0.019813738,0.048146862,0.077277491,0.063333665,0.002232251,0.015847405,0.084127985,0,0,75,82.46686976,1840743,PF03958,1.01682239,1.028533432,0.1350755,postLUCA,0.480899016
LBCA,PF03959,0.084104648,0.042334096,0.042983025,0.060794426,0.007838382,0.062245978,0.037381741,0.07577103,0.032190307,0.062075207,0.099303255,0.048362307,0.021517128,0.045817822,0.04846477,0.064892927,0.04969432,0.016069538,0.03639127,0.06176782,0,0,132,127.577342,58558,CL0028,0.869121402,0.858221395,0.1882645,postLUCA,0.472781633
LBCA,PF03960,0.071478193,0.064919717,0.040335442,0.060702601,0.01557916,0.088764811,0.033122305,0.050787039,0.017369655,0.066103742,0.115329381,0.081404875,0.018140717,0.025889891,0.053106157,0.049528874,0.052805146,0.012583139,0.030121094,0.051928063,0.0000141,0,107,103.3569349,1348789,CL0172,0.850068487,0.867234571,0.1279965,postLUCA,0.450363716
LBCA,PF03961,0.072764469,0.048061939,0.04932468,0.049630642,0.011100192,0.077003856,0.04168082,0.099595767,0.021510674,0.089014155,0.078017678,0.075162899,0.018207323,0.024749202,0.01590483,0.060505252,0.052799162,0.001452022,0.021479559,0.09203488,0,0,269,235.45116,385669,CL0268,0.610474817,0.594754057,0.0929073,postLUCA,0.441271043
unclassifiable,PF03963,0.077676965,0.011381071,0.074251402,0.064077214,0.0000761,0.051178447,0.117927336,0.035727039,0.002126098,0.029795127,0.110636441,0.043857793,0.046648503,0.040617395,0.038279679,0.110140461,0.102968601,0.000297588,0.008454793,0.033881997,0,0,66,64.62222222,302432,PF03963,1.080585756,1.001301516,0.1455935,unclassifiable,0.431029543
unclassifiable,PF03965,0.078142705,0.066218963,0.03090768,0.05039923,0.003529453,0.09546595,0.040012497,0.047110699,0.018645744,0.050082294,0.113785096,0.075575654,0.027498687,0.034608484,0.028053969,0.062350027,0.06094443,0.01277599,0.033556541,0.070335907,0,0,113,109.0143961,1552365,CL0123,0.939038082,1.011560245,0.11275835,unclassifiable,0.44785918
LBCA,PF03966,0.057331843,0.054354398,0.022665225,0.078882435,0.069556162,0.095592771,0.019275519,0.053929922,0.014319219,0.070276857,0.134372843,0.077373863,0.010501982,0.01847848,0.065986282,0.031518161,0.030757767,0.005002107,0.037540234,0.052283929,0,0,40,47.52714078,327462,CL0167,1.051225059,1.083909883,0.08337005,postLUCA,0.455110232
Proteobacteria,PF03967,0.089589777,0.065798865,0.027631445,0.064405397,0.000985623,0.057506033,0.02232947,0.09798457,0.019576522,0.042551745,0.090507426,0.032763484,0.01811508,0.056758318,0.109166298,0.035244537,0.049349149,0.019610509,0.034021004,0.066104748,0,0,132,131.3526786,29423,CL0350,1.321702848,1.34421004,0.1646665,modern,0.55230331
LBCA,PF03968,0.082137279,0.054500784,0.055778,0.078628943,0.004557096,0.064862799,0.055608328,0.085550759,0.013436152,0.058273648,0.065680431,0.059820736,0.018566392,0.024814864,0.020925768,0.0560786,0.077506703,0.005353352,0.03275204,0.085167327,0,0,111,109.4142669,748503,CL0259,0.814471029,0.809832569,0.07909385,postLUCA,0.469141028
post-LBCA,PF03969,0.100544496,0.082809914,0.023584067,0.068341558,0.010575455,0.064481678,0.039578213,0.065297484,0.028436122,0.041762951,0.115737096,0.037983376,0.022743494,0.052483254,0.046888193,0.046490422,0.044596882,0.008357694,0.031820177,0.067487476,0,0,338,268.4716905,1332425,CL0023,0.85488664,0.875259921,0.0672089,modern,0.497547864
unclassifiable,PF03971,0.11741732,0.039451675,0.040374695,0.070874831,0.004961815,0.068480423,0.033244124,0.06731062,0.02164996,0.058325053,0.08969699,0.067352885,0.025594913,0.03253386,0.045254488,0.06102212,0.055318164,0.0095916,0.025828085,0.065716377,0,0,733,705.5653273,2791922,CL0270,0.833652857,0.80753276,0.146132,unclassifiable,0.487123943
