"PFAM_IDs","robust_classifications"
"PF12290","Proteobacteria"
"PF12291","Proteobacteria"
"PF12293","Proteobacteria"
"PF12294","LBCA"
"PF12305","Proteobacteria"
"PF12307","post-LBCA"
"PF12318","Proteobacteria"
"PF12320","Inspect"
"PF12321","Proteobacteria"
"PF12323","LBCA"
"PF12327","LACA"
"PF12339","Proteobacteria"
"PF12344","LUCA"
"PF12345","LBCA"
"PF12358","LBCA"
"PF12362","Proteobacteria"
"PF12367","LUCA"
"PF12368","post-LBCA"
"PF12385","LBCA"
"PF12388","post-LBCA"
"PF12389","Inspect"
"PF12390","LBCA"
"PF12391","LBCA"
"PF12392","LBCA"
"PF12395","post-LBCA"
"PF12399","LUCA"
"PF12401","Terrabacteria"
"PF12404","Proteobacteria"
"PF12408","post-LBCA"
"PF12411","post-LBCA"
"PF12412","LBCA"
"PF12418","LBCA"
"PF12419","Inspect"
"PF12431","post-LBCA"
"PF12434","Proteobacteria"
"PF12437","LBCA"
"PF12438","Terrabacteria"
"PF12439","LBCA"
"PF12441","LBCA"
"PF12447","Proteobacteria"
"PF12450","LBCA"
"PF12452","Terrabacteria"
"PF12458","post-LBCA"
"PF12459","Terrabacteria"
"PF12462","Proteobacteria"
"PF12464","LBCA"
"PF12469","Inspect"
"PF12471","post-LBCA"
"PF12476","LBCA"
"PF12483","LBCA"
"PF12484","Terrabacteria"
"PF12487","post-LBCA"
"PF12500","Terrabacteria"
"PF12501","Proteobacteria"
"PF12502","Terrabacteria"
"PF12508","FCB"
"PF12513","Proteobacteria"
"PF12514","Proteobacteria"
"PF12525","Proteobacteria"
"PF12527","Terrabacteria"
"PF12531","Proteobacteria"
"PF12532","LBCA"
"PF12535","LBCA"
"PF12536","Proteobacteria"
"PF12541","post-LBCA"
"PF12544","LBCA"
"PF12545","Proteobacteria"
"PF12551","Proteobacteria"
"PF12553","Proteobacteria"
"PF12555","Terrabacteria"
"PF12556","post-LBCA"
"PF12557","Proteobacteria"
"PF12558","Terrabacteria"
"PF12559","Terrabacteria"
"PF12564","LBCA"
"PF12565","Terrabacteria"
"PF12566","post-LBCA"
"PF12568","Proteobacteria"
"PF12570","unclassifiable"
"PF12571","post-LBCA"
"PF12573","Proteobacteria"
"PF12587","post-LBCA"
"PF12599","Proteobacteria"
"PF12600","Terrabacteria"
"PF12607","Proteobacteria"
"PF12611","Terrabacteria"
"PF12616","Proteobacteria"
"PF12617","Terrabacteria"
"PF12623","post-LBCA"
"PF12625","LBCA"
"PF12626","Proteobacteria"
"PF12627","LBCA"
"PF12631","LBCA"
"PF12633","Proteobacteria"
"PF12636","post-LBCA"
"PF12637","LBCA"
"PF12638","Terrabacteria"
"PF12639","LBCA"
"PF12640","LBCA"
"PF12641","post-LBCA"
"PF12642","Terrabacteria"
"PF12643","post-LBCA"
"PF12644","Inspect"
"PF12645","Terrabacteria"
"PF12646","Terrabacteria"
"PF12647","LBCA"
"PF12648","Terrabacteria"
"PF12650","post-LBCA"
"PF12651","LBCA"
"PF12652","Terrabacteria"
"PF12654","LBCA"
"PF12655","Terrabacteria"
"PF12663","LBCA"
"PF12666","Terrabacteria"
"PF12667","FCB"
"PF12668","post-LBCA"
"PF12669","LBCA"
"PF12670","Terrabacteria"
"PF12671","Terrabacteria"
"PF12672","post-LBCA"
"PF12673","Terrabacteria"
"PF12674","LBCA"
"PF12675","unclassifiable"
"PF12679","preLUCA"
"PF12680","LUCA"
"PF12681","LUCA"
"PF12682","LBCA"
"PF12684","post-LBCA"
"PF12685","Terrabacteria"
"PF12686","LUCA"
"PF12687","Terrabacteria"
"PF12688","LBCA"
"PF12689","Proteobacteria"
"PF12690","LBCA"
"PF12691","LBCA"
"PF12692","Proteobacteria"
"PF12693","Proteobacteria"
"PF12694","LBCA"
"PF12695","post-LBCA"
"PF12696","LBCA"
"PF12697","preLUCA"
"PF12698","LUCA"
"PF12700","post-LBCA"
"PF12702","post-LBCA"
"PF12704","preLUCA"
"PF12705","preLUCA"
"PF12706","LUCA"
"PF12708","LBCA"
"PF12710","unclassifiable"
"PF12713","post-LBCA"
"PF12715","LBCA"
"PF12724","LBCA"
"PF12725","post-LBCA"
"PF12727","LUCA"
"PF12728","LUCA"
"PF12729","LUCA"
"PF12730","LBCA"
"PF12732","LBCA"
"PF12733","LBCA"
"PF12740","LBCA"
"PF12741","FCB"
"PF12746","LBCA"
"PF12750","Terrabacteria"
"PF12758","Terrabacteria"
"PF12759","unclassifiable"
"PF12760","LBCA"
"PF12762","LBCA"
"PF12766","LBCA"
"PF12769","LBCA"
"PF12770","LUCA"
"PF12771","FCB"
"PF12773","LUCA"
"PF12779","LBCA"
"PF12784","Inspect"
"PF12787","LBCA"
"PF12788","Terrabacteria"
"PF12789","unclassifiable"
"PF12790","Proteobacteria"
"PF12791","Terrabacteria"
"PF12792","Proteobacteria"
"PF12793","unclassifiable"
"PF12794","Proteobacteria"
"PF12795","unclassifiable"
"PF12796","LBCA"
"PF12798","LACA"
"PF12799","LUCA"
"PF12800","LUCA"
"PF12801","LUCA"
"PF12802","LUCA"
"PF12804","LUCA"
"PF12805","LBCA"
"PF12806","LBCA"
"PF12810","LBCA"
"PF12811","unclassifiable"
"PF12821","LBCA"
"PF12822","Terrabacteria"
"PF12823","post-LBCA"
"PF12826","LBCA"
"PF12831","LUCA"
"PF12832","LBCA"
"PF12833","LBCA"
"PF12834","Proteobacteria"
"PF12835","Proteobacteria"
"PF12836","LBCA"
"PF12837","LUCA"
"PF12838","LUCA"
"PF12840","LACA"
"PF12841","Terrabacteria"
"PF12843","LBCA"
"PF12844","LBCA"
"PF12846","Inspect"
"PF12847","post-LBCA"
"PF12848","LBCA"
"PF12849","LUCA"
"PF12850","LUCA"
"PF12852","LBCA"
"PF12857","post-LBCA"
"PF12860","LBCA"
"PF12862","LBCA"
"PF12864","FCB"
"PF12866","FCB"
"PF12867","LUCA"
"PF12869","LBCA"
"PF12870","LBCA"
"PF12872","LBCA"
"PF12875","FCB"
"PF12883","LBCA"
"PF12889","post-LBCA"
"PF12891","LBCA"
"PF12892","Terrabacteria"
"PF12893","LBCA"
"PF12894","LUCA"
"PF12895","LUCA"
"PF12897","post-LBCA"
"PF12899","LBCA"
"PF12900","LUCA"
"PF12902","LBCA"
"PF12903","post-LBCA"
"PF12904","LBCA"
"PF12905","post-LBCA"
"PF12911","LUCA"
"PF12912","Proteobacteria"
"PF12913","post-LBCA"
"PF12914","Proteobacteria"
"PF12915","Proteobacteria"
"PF12917","post-LBCA"
"PF12918","unclassifiable"
"PF12919","unclassifiable"
"PF12937","post-LBCA"
"PF12945","post-LBCA"
"PF12950","LUCA"
"PF12951","LBCA"
"PF12952","post-LBCA"
"PF12953","Terrabacteria"
"PF12957","Terrabacteria"
"PF12958","Terrabacteria"
"PF12961","LBCA"
"PF12964","FCB"
"PF12965","Terrabacteria"
"PF12966","unclassifiable"
"PF12969","LBCA"
"PF12970","post-LBCA"
"PF12971","LBCA"
"PF12972","LBCA"
"PF12973","LBCA"
"PF12974","LBCA"
"PF12975","LBCA"
"PF12977","Proteobacteria"
"PF12978","post-LBCA"
"PF12982","Terrabacteria"
"PF12984","FCB"
"PF12986","post-LBCA"
"PF12987","FCB"
"PF12988","FCB"
"PF12991","FCB"
"PF12996","LBCA"
"PF13000","post-LBCA"
"PF13004","unclassifiable"
"PF13005","unclassifiable"
"PF13006","unclassifiable"
"PF13007","LBCA"
"PF13011","LBCA"
"PF13018","unclassifiable"
"PF13020","LUCA"
"PF13021","LBCA"
"PF13022","unclassifiable"
"PF13023","LUCA"
"PF13025","Terrabacteria"
"PF13026","Inspect"
"PF13027","Terrabacteria"
"PF13028","Terrabacteria"
"PF13030","LBCA"
"PF13031","LBCA"
"PF13032","post-LBCA"
"PF13036","post-LBCA"
"PF13037","Terrabacteria"
"PF13038","Terrabacteria"
"PF13039","Terrabacteria"
"PF13040","Terrabacteria"
"PF13047","Terrabacteria"
"PF13072","Terrabacteria"
"PF13076","Terrabacteria"
"PF13083","LBCA"
"PF13084","post-LBCA"
"PF13085","LUCA"
"PF13086","LUCA"
"PF13087","LUCA"
"PF13088","LBCA"
"PF13089","post-LBCA"
"PF13090","LBCA"
"PF13091","LUCA"
"PF13098","LBCA"
"PF13100","FCB"
"PF13101","FCB"
"PF13102","LBCA"
"PF13103","Proteobacteria"
"PF13109","Proteobacteria"
"PF13111","Terrabacteria"
"PF13115","post-LBCA"
"PF13116","LBCA"
"PF13127","post-LBCA"
"PF13129","Terrabacteria"
"PF13144","LBCA"
"PF13145","LBCA"
"PF13146","post-LBCA"
"PF13148","LBCA"
"PF13149","FCB"
"PF13151","Inspect"
"PF13154","post-LBCA"
"PF13155","LBCA"
"PF13156","LBCA"
"PF13157","Terrabacteria"
"PF13160","post-LBCA"
"PF13163","post-LBCA"
"PF13165","Terrabacteria"
"PF13166","LBCA"
"PF13167","Inspect"
"PF13170","Terrabacteria"
"PF13171","Terrabacteria"
"PF13173","LUCA"
"PF13174","LUCA"
"PF13175","preLUCA"
"PF13176","LBCA"
"PF13177","LBCA"
"PF13180","LUCA"
"PF13181","LUCA"
"PF13182","post-LBCA"
"PF13183","preLUCA"
"PF13184","LACA"
"PF13185","LUCA"
"PF13186","LUCA"
"PF13187","LUCA"
"PF13188","unclassifiable"
"PF13189","LBCA"
"PF13190","LBCA"
"PF13191","LUCA"
"PF13192","LUCA"
"PF13193","LUCA"
"PF13194","post-LBCA"
"PF13195","LUCA"
"PF13196","Terrabacteria"
"PF13197","LBCA"
"PF13199","Terrabacteria"
"PF13200","unclassifiable"
"PF13201","FCB"
"PF13202","LBCA"
"PF13203","LBCA"
"PF13204","LBCA"
"PF13205","LBCA"
"PF13207","LUCA"
"PF13208","LBCA"
"PF13211","LBCA"
"PF13215","Terrabacteria"
"PF13217","Terrabacteria"
"PF13223","Terrabacteria"
"PF13224","post-LBCA"
"PF13226","LBCA"
"PF13228","LBCA"
"PF13229","preLUCA"
"PF13230","unclassifiable"
"PF13231","LUCA"
"PF13234","Terrabacteria"
"PF13237","preLUCA"
"PF13238","LUCA"
"PF13239","LBCA"
"PF13240","preLUCA"
"PF13241","unclassifiable"
"PF13242","LUCA"
"PF13243","LUCA"
"PF13244","LBCA"
"PF13245","LBCA"
"PF13246","LUCA"
"PF13247","preLUCA"
"PF13248","LUCA"
"PF13249","LBCA"
"PF13250","post-LBCA"
"PF13252","post-LBCA"
"PF13253","Terrabacteria"
"PF13262","post-LBCA"
"PF13263","unclassifiable"
"PF13267","Terrabacteria"
"PF13271","LUCA"
"PF13273","Terrabacteria"
"PF13274","LBCA"
"PF13275","post-LBCA"
"PF13276","LBCA"
"PF13277","LBCA"
"PF13279","unclassifiable"
"PF13280","LBCA"
"PF13282","LBCA"
"PF13286","LBCA"
"PF13287","LBCA"
"PF13288","LBCA"
"PF13289","LUCA"
"PF13290","LBCA"
"PF13291","LBCA"
"PF13292","Terrabacteria"
"PF13296","Proteobacteria"
"PF13298","LUCA"
"PF13301","unclassifiable"
"PF13302","LUCA"
"PF13303","post-LBCA"
"PF13304","LUCA"
"PF13305","LBCA"
"PF13306","LBCA"
"PF13307","LUCA"
"PF13308","LBCA"
"PF13309","post-LBCA"
"PF13310","LUCA"
"PF13311","LBCA"
"PF13312","Terrabacteria"
"PF13313","post-LBCA"
"PF13318","Proteobacteria"
"PF13320","LBCA"
"PF13326","Terrabacteria"
"PF13328","LBCA"
"PF13331","Terrabacteria"
"PF13332","post-LBCA"
"PF13333","post-LBCA"
"PF13335","LBCA"
"PF13336","post-LBCA"
"PF13337","LBCA"
"PF13338","unclassifiable"
"PF13340","LBCA"
"PF13342","LBCA"
"PF13343","LUCA"
"PF13344","LACA"
"PF13346","LBCA"
"PF13347","unclassifiable"
"PF13349","LUCA"
"PF13350","LBCA"
"PF13351","FCB"
"PF13353","preLUCA"
"PF13354","LBCA"
"PF13355","Terrabacteria"
"PF13356","post-LBCA"
"PF13358","LUCA"
"PF13359","post-LBCA"
"PF13360","LUCA"
"PF13361","LUCA"
"PF13362","LBCA"
"PF13364","LBCA"
"PF13365","LUCA"
"PF13366","LBCA"
"PF13367","LUCA"
"PF13368","LBCA"
"PF13369","LBCA"
"PF13370","LACA"
"PF13371","LBCA"
"PF13372","LBCA"
"PF13374","LUCA"
"PF13375","LBCA"
"PF13376","LBCA"
"PF13377","LBCA"
"PF13378","LUCA"
"PF13379","LBCA"
"PF13380","LUCA"
"PF13382","LUCA"
"PF13384","LUCA"
"PF13385","preLUCA"
"PF13386","LBCA"
"PF13387","LBCA"
"PF13391","LBCA"
"PF13392","LBCA"
"PF13393","unclassifiable"
"PF13394","LUCA"
"PF13395","LBCA"
"PF13396","LBCA"
"PF13397","Terrabacteria"
"PF13398","Inspect"
"PF13399","LBCA"
"PF13400","LBCA"
"PF13401","LUCA"
"PF13402","LBCA"
"PF13403","post-LBCA"
"PF13404","LUCA"
"PF13406","Proteobacteria"
"PF13407","LUCA"
"PF13408","LBCA"
"PF13409","Inspect"
"PF13410","LBCA"
"PF13411","LBCA"
"PF13412","LUCA"
"PF13413","LBCA"
"PF13414","LUCA"
"PF13415","LBCA"
"PF13416","LUCA"
"PF13417","LBCA"
"PF13418","LBCA"
"PF13419","preLUCA"
"PF13420","LBCA"
"PF13421","LBCA"
"PF13424","LUCA"
"PF13425","LBCA"
"PF13426","preLUCA"
"PF13427","post-LBCA"
"PF13428","LBCA"
"PF13429","LBCA"
"PF13430","LBCA"
"PF13431","LUCA"
"PF13432","LBCA"
"PF13433","post-LBCA"
"PF13434","unclassifiable"
"PF13435","LUCA"
"PF13436","unclassifiable"
"PF13437","LBCA"
"PF13438","LBCA"
"PF13439","unclassifiable"
"PF13440","preLUCA"
"PF13441","post-LBCA"
"PF13442","unclassifiable"
"PF13443","LBCA"
"PF13444","LBCA"
"PF13447","LUCA"
"PF13448","LBCA"
"PF13449","unclassifiable"
"PF13450","preLUCA"
"PF13451","LBCA"
"PF13452","Inspect"
"PF13453","LUCA"
"PF13454","LBCA"
"PF13455","LBCA"
"PF13456","unclassifiable"
"PF13457","Terrabacteria"
"PF13458","unclassifiable"
"PF13459","LUCA"
"PF13460","LUCA"
"PF13462","LUCA"
"PF13463","unclassifiable"
"PF13464","LBCA"
"PF13466","LBCA"
"PF13467","post-LBCA"
"PF13468","post-LBCA"
"PF13469","LBCA"
"PF13470","LBCA"
"PF13471","LBCA"
"PF13472","LUCA"
"PF13473","unclassifiable"
"PF13474","unclassifiable"
"PF13475","LBCA"
"PF13476","LUCA"
"PF13477","LUCA"
"PF13478","LBCA"
"PF13479","LBCA"
"PF13480","LBCA"
"PF13481","LBCA"
"PF13482","LUCA"
"PF13483","preLUCA"
"PF13484","LBCA"
"PF13485","LBCA"
"PF13486","LUCA"
"PF13487","LBCA"
"PF13488","LBCA"
"PF13489","preLUCA"
"PF13490","LBCA"
"PF13491","LBCA"
"PF13492","LBCA"
"PF13493","LBCA"
"PF13495","LUCA"
"PF13499","LBCA"
"PF13500","LUCA"
"PF13501","Proteobacteria"
"PF13502","LBCA"
"PF13503","unclassifiable"
"PF13505","LBCA"
"PF13506","LBCA"
"PF13507","LUCA"
"PF13508","LUCA"
"PF13509","LBCA"
"PF13510","LUCA"
"PF13511","Proteobacteria"
"PF13514","LBCA"
"PF13515","unclassifiable"
"PF13516","LBCA"
"PF13517","preLUCA"
"PF13518","LUCA"
"PF13519","LUCA"
"PF13520","preLUCA"
"PF13521","LBCA"
"PF13522","unclassifiable"
"PF13523","LBCA"
"PF13524","LBCA"
"PF13525","LBCA"
"PF13527","LUCA"
"PF13528","LUCA"
"PF13529","LUCA"
"PF13530","LBCA"
"PF13531","preLUCA"
"PF13532","LBCA"
"PF13533","LBCA"
"PF13534","LUCA"
"PF13535","LBCA"
"PF13536","post-LBCA"
"PF13537","LUCA"
"PF13538","LUCA"
"PF13539","LBCA"
"PF13540","LBCA"
"PF13541","LBCA"
"PF13542","LBCA"
"PF13545","LBCA"
"PF13546","LUCA"
"PF13547","post-LBCA"
"PF13548","LBCA"
"PF13549","LUCA"
"PF13550","post-LBCA"
"PF13551","LBCA"
"PF13552","Terrabacteria"
"PF13555","LBCA"
"PF13556","Terrabacteria"
"PF13557","LBCA"
"PF13558","LUCA"
"PF13559","LBCA"
"PF13560","unclassifiable"
"PF13561","LUCA"
"PF13562","PVC"
"PF13563","LUCA"
"PF13564","LBCA"
"PF13565","LUCA"
"PF13566","post-LBCA"
"PF13567","LBCA"
"PF13568","post-LBCA"
"PF13569","LBCA"
"PF13570","unclassifiable"
"PF13571","FCB"
"PF13572","FCB"
"PF13573","FCB"
"PF13575","LBCA"
"PF13576","LUCA"
"PF13577","LBCA"
"PF13578","LUCA"
"PF13579","LUCA"
"PF13580","LBCA"
"PF13581","LBCA"
"PF13582","LBCA"
"PF13583","post-LBCA"
"PF13584","LBCA"
"PF13585","FCB"
"PF13586","LBCA"
"PF13588","LUCA"
"PF13589","LUCA"
"PF13590","post-LBCA"
"PF13591","post-LBCA"
"PF13592","LUCA"
"PF13593","LBCA"
"PF13595","FCB"
"PF13596","LUCA"
"PF13597","LUCA"
"PF13598","LBCA"
"PF13599","LBCA"
"PF13600","Proteobacteria"
"PF13601","LUCA"
"PF13602","LUCA"
"PF13603","LBCA"
"PF13604","LBCA"
"PF13605","FCB"
"PF13606","LBCA"
"PF13607","LUCA"
"PF13609","LBCA"
"PF13610","unclassifiable"
"PF13612","LBCA"
"PF13613","Terrabacteria"
"PF13614","LUCA"
"PF13616","LBCA"
"PF13617","Proteobacteria"
"PF13618","LBCA"
"PF13619","LBCA"
"PF13620","LUCA"
"PF13621","LBCA"
"PF13622","post-LBCA"
"PF13623","LBCA"
"PF13624","LBCA"
"PF13625","post-LBCA"
"PF13627","post-LBCA"
"PF13628","LBCA"
"PF13629","LBCA"
"PF13630","LUCA"
"PF13631","Terrabacteria"
"PF13632","LUCA"
"PF13635","LUCA"
"PF13636","Terrabacteria"
"PF13637","LBCA"
"PF13638","Terrabacteria"
"PF13640","LBCA"
"PF13641","LUCA"
"PF13643","LBCA"
"PF13644","LBCA"
"PF13645","post-LBCA"
"PF13646","LUCA"
"PF13648","LBCA"
"PF13649","LUCA"
"PF13650","LUCA"
"PF13651","LBCA"
"PF13653","FCB"
"PF13654","Proteobacteria"
"PF13655","LBCA"
"PF13656","LACA"
"PF13657","LBCA"
"PF13660","LBCA"
"PF13661","LBCA"
"PF13662","LBCA"
"PF13663","Proteobacteria"
"PF13664","LBCA"
"PF13665","Proteobacteria"
"PF13667","post-LBCA"
"PF13668","LBCA"
"PF13669","LUCA"
"PF13670","post-LBCA"
"PF13671","LBCA"
"PF13672","LUCA"
"PF13673","preLUCA"
"PF13675","LBCA"
"PF13676","LUCA"
"PF13677","LBCA"
"PF13679","LBCA"
"PF13681","Proteobacteria"
"PF13682","LBCA"
"PF13683","unclassifiable"
"PF13684","Terrabacteria"
"PF13685","LBCA"
"PF13686","LUCA"
"PF13687","LBCA"
"PF13688","LBCA"
"PF13689","Proteobacteria"
"PF13690","LBCA"
"PF13692","LUCA"
"PF13693","Proteobacteria"
"PF13698","Proteobacteria"
"PF13699","LBCA"
"PF13700","LBCA"
"PF13701","LBCA"
"PF13702","Terrabacteria"
"PF13704","LBCA"
"PF13707","LBCA"
"PF13708","Proteobacteria"
"PF13709","LBCA"
"PF13710","unclassifiable"
"PF13711","LBCA"
"PF13712","LBCA"
"PF13714","LBCA"
"PF13715","LBCA"
"PF13717","post-LBCA"
"PF13718","Inspect"
"PF13719","Proteobacteria"
"PF13721","Proteobacteria"
"PF13722","LBCA"
"PF13723","post-LBCA"
"PF13726","post-LBCA"
"PF13727","LBCA"
"PF13728","Proteobacteria"
"PF13729","unclassifiable"
"PF13730","LBCA"
"PF13731","Terrabacteria"
"PF13732","LUCA"
"PF13734","post-LBCA"
"PF13735","LBCA"
"PF13737","post-LBCA"
"PF13738","LBCA"
"PF13739","LBCA"
"PF13740","LBCA"
"PF13742","Inspect"
"PF13743","unclassifiable"
"PF13744","LBCA"
"PF13746","LBCA"
"PF13747","post-LBCA"
"PF13749","LUCA"
"PF13750","unclassifiable"
"PF13751","LBCA"
"PF13753","LBCA"
"PF13755","Proteobacteria"
"PF13756","Proteobacteria"
"PF13759","LBCA"
"PF13761","unclassifiable"
"PF13763","Proteobacteria"
"PF13767","LBCA"
"PF13768","LBCA"
"PF13769","Terrabacteria"
"PF13770","Proteobacteria"
"PF13772","LBCA"
"PF13773","Proteobacteria"
"PF13776","LBCA"
"PF13778","LBCA"
"PF13779","unclassifiable"
"PF13780","Terrabacteria"
"PF13781","unclassifiable"
"PF13782","Terrabacteria"
"PF13783","LBCA"
"PF13784","LBCA"
"PF13785","LBCA"
"PF13786","Terrabacteria"
"PF13787","LBCA"
"PF13788","LBCA"
"PF13789","Terrabacteria"
"PF13790","Terrabacteria"
"PF13791","Terrabacteria"
"PF13793","LBCA"
"PF13794","Terrabacteria"
"PF13795","LBCA"
"PF13796","Inspect"
"PF13797","Terrabacteria"
"PF13798","Terrabacteria"
"PF13799","Terrabacteria"
"PF13800","Terrabacteria"
"PF13801","LBCA"
"PF13802","LBCA"
"PF13803","post-LBCA"
"PF13806","LBCA"
"PF13807","LBCA"
"PF13808","LBCA"
"PF13809","LBCA"
"PF13810","LBCA"
"PF13811","unclassifiable"
"PF13814","LBCA"
"PF13817","LBCA"
"PF13822","Terrabacteria"
"PF13823","LBCA"
"PF13826","LBCA"
"PF13827","post-LBCA"
"PF13828","LBCA"
"PF13829","Terrabacteria"
"PF13830","Terrabacteria"
"PF13833","post-LBCA"
"PF13834","Terrabacteria"
"PF13835","LBCA"
"PF13840","LACA"
"PF13844","LBCA"
"PF13845","Terrabacteria"
"PF13847","preLUCA"
"PF13852","LBCA"
"PF13855","LUCA"
"PF13857","LBCA"
"PF13858","LBCA"
"PF13860","LBCA"
"PF13861","post-LBCA"
"PF13871","post-LBCA"
"PF13872","post-LBCA"
"PF13875","Proteobacteria"
"PF13883","LBCA"
"PF13884","LBCA"
"PF13899","LBCA"
"PF13905","LBCA"
"PF13906","FCB"
"PF13910","LBCA"
"PF13911","post-LBCA"
"PF13921","Terrabacteria"
"PF13924","LBCA"
"PF13927","LBCA"
"PF13930","LBCA"
"PF13932","post-LBCA"
"PF13936","LBCA"
"PF13937","post-LBCA"
"PF13938","LACA"
"PF13941","LBCA"
"PF13946","LBCA"
"PF13948","Proteobacteria"
"PF13953","Proteobacteria"
"PF13954","Proteobacteria"
"PF13964","LBCA"
"PF13970","FCB"
"PF13972","post-LBCA"
"PF13975","LBCA"
"PF13977","post-LBCA"
"PF13986","Proteobacteria"
"PF13988","Proteobacteria"
"PF13994","post-LBCA"
"PF13997","Proteobacteria"
"PF14003","Terrabacteria"
"PF14004","Terrabacteria"
"PF14005","Terrabacteria"
"PF14006","Terrabacteria"
"PF14007","Terrabacteria"
"PF14010","LACA"
"PF14011","Terrabacteria"
"PF14012","Terrabacteria"
"PF14013","Terrabacteria"
"PF14014","LBCA"
"PF14015","LBCA"
"PF14016","post-LBCA"
"PF14017","Terrabacteria"
"PF14018","unclassifiable"
"PF14019","Terrabacteria"
"PF14020","LBCA"
"PF14021","Terrabacteria"
"PF14022","LBCA"
"PF14023","unclassifiable"
"PF14024","LBCA"
"PF14025","LBCA"
"PF14026","unclassifiable"
"PF14027","post-LBCA"
"PF14028","LBCA"
"PF14029","Terrabacteria"
"PF14030","Terrabacteria"
"PF14031","LBCA"
"PF14032","Terrabacteria"
"PF14034","Terrabacteria"
"PF14035","Terrabacteria"
"PF14036","Terrabacteria"
"PF14038","Terrabacteria"
"PF14039","Terrabacteria"
"PF14040","post-LBCA"
"PF14041","Terrabacteria"
"PF14042","Terrabacteria"
"PF14043","Terrabacteria"
"PF14044","Terrabacteria"
"PF14045","Terrabacteria"
"PF14052","LBCA"
"PF14054","FCB"
"PF14056","Terrabacteria"
"PF14057","LBCA"
"PF14058","Terrabacteria"
"PF14059","FCB"
"PF14060","post-LBCA"
"PF14062","LBCA"
"PF14063","Terrabacteria"
"PF14064","post-LBCA"
"PF14065","LBCA"
"PF14066","LBCA"
"PF14067","post-LBCA"
"PF14068","Terrabacteria"
"PF14069","Terrabacteria"
"PF14070","LBCA"
"PF14071","Terrabacteria"
"PF14072","LBCA"
"PF14076","LUCA"
"PF14078","post-LBCA"
"PF14079","unclassifiable"
"PF14080","LBCA"
"PF14081","LBCA"
"PF14082","LUCA"
"PF14084","Terrabacteria"
"PF14085","post-LBCA"
"PF14086","FCB"
"PF14087","LBCA"
"PF14088","LBCA"
"PF14089","Terrabacteria"
"PF14090","post-LBCA"
"PF14091","post-LBCA"
"PF14092","FCB"
"PF14093","FCB"
"PF14094","LBCA"
"PF14096","LBCA"
"PF14097","Terrabacteria"
"PF14098","Terrabacteria"
"PF14099","LBCA"
"PF14100","LBCA"
"PF14102","post-LBCA"
"PF14103","LBCA"
"PF14104","LBCA"
"PF14105","Terrabacteria"
"PF14106","LBCA"
"PF14107","FCB"
"PF14108","post-LBCA"
"PF14109","FCB"
"PF14110","LBCA"
"PF14112","LBCA"
"PF14113","post-LBCA"
"PF14114","LBCA"
"PF14115","Terrabacteria"
"PF14116","Terrabacteria"
"PF14117","LBCA"
"PF14119","LBCA"
"PF14120","Terrabacteria"
"PF14121","FCB"
"PF14123","FCB"
"PF14124","LBCA"
"PF14125","LBCA"
"PF14126","FCB"
"PF14127","FCB"
"PF14128","FCB"
"PF14129","FCB"
"PF14130","LBCA"
"PF14131","LBCA"
"PF14134","FCB"
"PF14135","FCB"
"PF14136","LBCA"
"PF14137","LBCA"
"PF14139","Terrabacteria"
"PF14140","Terrabacteria"
"PF14141","Terrabacteria"
"PF14143","Terrabacteria"
"PF14145","post-LBCA"
"PF14146","Terrabacteria"
"PF14147","Terrabacteria"
"PF14148","Terrabacteria"
"PF14149","Terrabacteria"
"PF14151","Terrabacteria"
"PF14152","Terrabacteria"
"PF14153","Terrabacteria"
"PF14155","Terrabacteria"
"PF14158","Terrabacteria"
"PF14159","Terrabacteria"
"PF14163","post-LBCA"
"PF14165","Terrabacteria"
"PF14167","Terrabacteria"
"PF14168","Terrabacteria"
"PF14169","Terrabacteria"
"PF14172","Terrabacteria"
"PF14173","Terrabacteria"
"PF14174","Terrabacteria"
"PF14175","LBCA"
"PF14177","Terrabacteria"
"PF14179","Terrabacteria"
"PF14181","Terrabacteria"
"PF14183","Terrabacteria"
"PF14191","Terrabacteria"
"PF14192","post-LBCA"
"PF14193","Terrabacteria"
"PF14194","Terrabacteria"
"PF14196","LUCA"
"PF14198","Terrabacteria"
"PF14199","Terrabacteria"
"PF14200","LBCA"
"PF14202","post-LBCA"
"PF14205","Terrabacteria"
"PF14206","LBCA"
"PF14208","Terrabacteria"
"PF14209","Terrabacteria"
"PF14210","TACK"
"PF14213","LBCA"
"PF14216","post-LBCA"
"PF14217","Terrabacteria"
"PF14218","Terrabacteria"
"PF14219","LBCA"
"PF14220","LBCA"
"PF14221","Terrabacteria"
"PF14224","LBCA"
"PF14226","post-LBCA"
"PF14229","LBCA"
"PF14230","Terrabacteria"
"PF14231","LBCA"
"PF14232","unclassifiable"
"PF14233","Terrabacteria"
"PF14234","unclassifiable"
"PF14235","LBCA"
"PF14236","LBCA"
"PF14237","LBCA"
"PF14238","LBCA"
"PF14239","post-LBCA"
"PF14240","LBCA"
"PF14242","LBCA"
"PF14243","LBCA"
"PF14246","LBCA"
"PF14247","post-LBCA"
"PF14248","LBCA"
"PF14249","Terrabacteria"
"PF14250","Terrabacteria"
"PF14251","LACA"
"PF14252","LBCA"
"PF14253","LBCA"
"PF14255","Proteobacteria"
"PF14256","LBCA"
"PF14257","unclassifiable"
"PF14258","LBCA"
"PF14261","post-LBCA"
