Clans,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,Clan_ancestor,Clans_copies,Clans_clustering,Clans_transfer,Clans_GC,median_ClanLen,mean_ClanLen
PF02680,0.049801697,0.040872677,0.032072752,0.082914375,0.005852273,0.107176924,0.018431792,0.063758221,0.022734934,0.103662691,0.09634735,0.060093378,0.01469523,0.012084657,0.025474601,0.056650865,0.051092639,0.000322736,0.012486284,0.143473927,0,0,postLUCA,1,0.678541854,0.0461032,0.434636621,86,83.84666266
CL0735,0.082421457,0.042532759,0.046332882,0.087056004,0.002790572,0.116929318,0.047504968,0.041017288,0.018248601,0.042997473,0.099101935,0.045723946,0.019816724,0.037146199,0.052139515,0.051049841,0.057032745,0.002308689,0.016634694,0.091214391,0,0,postLUCA,1,0.727191503,0.0717121,0.46104222,72,70.79120078
PF02690,0.116920375,0.030123734,0.030957774,0.01397182,0.005219902,0.016104234,0.026880734,0.107140761,0.01053223,0.092130976,0.143996233,0.02739715,0.039406739,0.059956985,0.018430303,0.074481898,0.080581319,0.007801978,0.011381675,0.08658318,0,0,postLUCA,1,1.001622778,0.1769025,0.45882655,118,114.5331429
PF02696,0.107755653,0.067540689,0.037033703,0.060391715,0.007405061,0.066053613,0.045251805,0.076796666,0.027056578,0.040706147,0.10992796,0.02762426,0.024755062,0.046233704,0.047997392,0.050725253,0.050638491,0.016738937,0.036365731,0.05300158,0,0,postLUCA,1,0.812086167,0.1359965,0.51713252,449,437.9370915
PF02698,0.104227688,0.072410567,0.037025856,0.047989303,0.007925242,0.060325724,0.031278102,0.077613949,0.023808912,0.060030254,0.095784302,0.043076574,0.021242281,0.035233229,0.04413106,0.060410832,0.054403471,0.012436517,0.035562957,0.075083181,0,0,postLUCA,1,0.921509441,0.2335475,0.502180006,137,135.5963855
PF02699,0.064354782,0.057366489,0.024679548,0.043476432,0.001511827,0.054466618,0.050464724,0.070637635,0.011920356,0.099886313,0.09151959,0.087797708,0.044393383,0.051331201,0.023172528,0.041947781,0.051560739,0.004427321,0.016547171,0.108537855,0,0,postLUCA,1,1.538245831,0.07253265,0.411486026,76,75.82250569
PF02700,0.090628874,0.054544541,0.034476757,0.068488825,0.009697485,0.100816168,0.033333872,0.060429416,0.016570948,0.066509856,0.098612928,0.071449204,0.020229259,0.022308701,0.033507906,0.038827618,0.047780523,0.001519661,0.023282935,0.106984522,0,0,LUCA,1,0.689578497,0.05892195,0.460845215,75,73.47627208
PF02706,0.089505155,0.047654973,0.032923834,0.042062451,0.004083662,0.050417234,0.044187904,0.049319129,0.005338901,0.086624354,0.129581829,0.049337508,0.020841929,0.037296954,0.029459521,0.074950447,0.064232214,0.015223678,0.036183228,0.090775096,0,0,postLUCA,1,1.094851979,0.1811935,0.428396276,89,86.41019533
PF02720,0.158780794,0.10251484,0.014502969,0.073362504,0.010299018,0.061491674,0.034211175,0.075288562,0.024716438,0.036619199,0.103998694,0.022072853,0.015332554,0.016174187,0.052135502,0.044690328,0.06398103,0.008699492,0.011051488,0.070076699,0,0,modern,NA,0.905043132,0.1482415,0.605228301,285,256.3576834
CL0047,0.100991081,0.069828952,0.025541266,0.077590635,0.007499317,0.089879567,0.021589698,0.058178406,0.022903852,0.049948797,0.092328587,0.042573323,0.014899714,0.031799309,0.060065559,0.044209111,0.049980778,0.017667015,0.022844978,0.099680057,0,0,modern,1,0.949394411,0.1457804,0.518999691,92,90.30579096
PF02729,0.092317046,0.061427102,0.031366136,0.063159659,0.007494267,0.06689645,0.032760548,0.064200819,0.029696327,0.062822908,0.108595644,0.051005499,0.02607411,0.041104941,0.031926689,0.072921704,0.069742213,0.004037288,0.019629602,0.062821049,0,0,LUCA,1,0.903331233,0.05130965,0.469359748,141,141.0752057
PF02730,0.089588192,0.05110665,0.032188588,0.052274916,0.009836399,0.060890046,0.012582044,0.131782124,0.015148805,0.064084557,0.089912833,0.06337896,0.018862851,0.031847936,0.044001541,0.061339464,0.054212823,0.012474934,0.029717342,0.074768997,0,0,LUCA,1,0.833608371,0.1785595,0.513890212,199,192.3629992
PF02734,0.176417382,0.047907433,0.020759279,0.06132989,0.004446059,0.057773565,0.026890965,0.115912059,0.011949706,0.037454807,0.097791568,0.046006324,0.028417587,0.024745701,0.032291054,0.059185495,0.05994142,0.004628523,0.013048839,0.073102344,0,0,postLUCA,1,0.963268617,0.1203645,0.571305083,168,166.2933102
CL0616,0.072670557,0.062349782,0.023997385,0.075102471,0.007855264,0.094090009,0.027240798,0.052398575,0.01892422,0.063335728,0.092999395,0.074500308,0.016761083,0.035694349,0.047725992,0.047665259,0.045879443,0.004764329,0.045319922,0.090725129,0,0,postLUCA,1,0.890415246,0.137094,0.445057868,176,171.516844
PF02741,0.114358132,0.028288986,0.042191789,0.041332726,0.016878218,0.068614879,0.015951532,0.123058967,0.013021199,0.076231241,0.065712096,0.070959146,0.020289427,0.039376666,0.042865515,0.059380573,0.044062694,0.002982929,0.028469314,0.085973973,0,0,postLUCA,1,0.767165063,0.07609945,0.501764379,148.5,144.7726613
CL0165,0.081114169,0.059595721,0.043922133,0.06440441,0.003958456,0.067258756,0.049122383,0.06743925,0.019298182,0.063960441,0.098585137,0.045025929,0.020330887,0.036407538,0.040108927,0.06455168,0.054023271,0.011973259,0.03616473,0.07275474,0,0,postLUCA,12,0.837221453,0.169389341,0.463862873,154,168.2726204
CL0227,0.131436272,0.061810882,0.02399183,0.066316978,0.008758908,0.071879531,0.028855255,0.102786264,0.014890788,0.056631232,0.088773096,0.035886343,0.017337398,0.034858369,0.039251419,0.047247132,0.050523861,0.011967068,0.028520453,0.078276921,0,0,LUCA,1,0.916165728,0.158510538,0.544345888,110,110.4422405
PF02748,0.023749555,0.0671193,0.06946916,0.04551884,0.087930389,0.093830135,0.01962019,0.033468393,0.021545706,0.08933118,0.053914456,0.06617023,0.01046258,0.029480476,0.055808032,0.060348053,0.053307599,0.001081392,0.032423504,0.08542083,0,0,unclassifiable,NA,0.857897551,0.06257505,0.395071412,47,46.04305818
PF02754,0.094118164,0.050579077,0.036456213,0.048933491,0.056777985,0.067338495,0.030793571,0.085996602,0.026360704,0.050117859,0.087761803,0.047353282,0.028836441,0.035640567,0.042100776,0.049489517,0.052175052,0.005778051,0.030758885,0.072633466,0,0,unclassifiable,NA,0.890756454,0.139202,0.490011533,85,83.79620235
PF02769,0.101446634,0.04803365,0.0291171,0.060352683,0.012711437,0.079221702,0.027156159,0.104403154,0.020996104,0.063661066,0.103130882,0.044889476,0.023660984,0.028668347,0.04014687,0.058919427,0.04762275,0.006865606,0.01840607,0.080589898,0,0,preLUCA,1,0.780108009,0.0902187,0.514761376,152,147.7440187
PF02770,0.092252241,0.048244367,0.034905292,0.07235415,0.013593646,0.056549324,0.019866965,0.111601332,0.021306585,0.053011132,0.069072428,0.050602318,0.023942389,0.041169501,0.041792139,0.063530813,0.078694402,0.015137271,0.018995829,0.073377877,0,0,LUCA,1,1.144826079,0.359175,0.504511509,96,96.06428285
CL0544,0.125144195,0.066828106,0.024851255,0.054730317,0.010408928,0.082305946,0.036946721,0.083852883,0.036439396,0.032617312,0.10333041,0.025986227,0.022542344,0.032028519,0.060364315,0.045957908,0.043958946,0.019916834,0.034142316,0.057647125,0,0,preLUCA,1,0.836007234,0.19930725,0.537303242,112,109.3872248
PF02772,0.069649005,0.053198876,0.031805958,0.070972665,0.006445186,0.071521378,0.047766746,0.067038558,0.028546805,0.067841628,0.085224819,0.061165833,0.027646242,0.030382305,0.061048341,0.042225248,0.064065011,0.006326444,0.032364045,0.074764907,0,0,postLUCA,1,0.904013921,0.1162135,0.474749861,118,119.9181716
PF02773,0.112955085,0.062967439,0.019495741,0.062004899,0.010439696,0.044409531,0.020424442,0.132123175,0.024320797,0.07153523,0.057547778,0.06117879,0.013837593,0.034043959,0.044831179,0.047500188,0.054120339,0.008721411,0.04557833,0.071964399,0,0,postLUCA,1,0.847750988,0.0953668,0.531881075,140,136.8223104
PF02777,0.104847438,0.033029026,0.056751309,0.067467943,0.006327732,0.060054883,0.032892369,0.079440729,0.018542108,0.044008605,0.078792216,0.060121991,0.011500585,0.054428131,0.038395885,0.051732195,0.041990466,0.047232258,0.043397916,0.069046216,0,0,LUCA,1,0.79560914,0.144177,0.468027798,102,101.3138443
CL0476,0.055882567,0.055174765,0.032218024,0.06457917,0.003843472,0.100122825,0.02524669,0.085740382,0.011322237,0.05804761,0.138466463,0.081920331,0.015293218,0.042213132,0.029704284,0.056142789,0.027658943,0.006607024,0.046488571,0.063327504,0,0,postLUCA,1,0.784755951,0.0542206,0.438510534,64,63.0942374
CL0591,0.096437471,0.062872109,0.028786031,0.064413961,0.010728345,0.075254515,0.033908353,0.066990743,0.031052166,0.057023303,0.091354671,0.050942193,0.021579482,0.035332002,0.050236438,0.044565861,0.048182104,0.016091567,0.029553419,0.084695266,0,0,preLUCA,2,0.876453418,0.123105088,0.496295106,118,116.4248779
PF02788,0.100462781,0.043649176,0.03401058,0.058859429,0.007881856,0.077840124,0.02127607,0.068537557,0.010582442,0.062894247,0.088909314,0.050018902,0.020265512,0.044812923,0.056756777,0.058609878,0.062108532,0.015526515,0.042940056,0.074057328,0,0,LUCA,1,0.871278351,0.170596,0.494477578,115,112.1204986
PF02790,0.080278416,0.034082554,0.030265434,0.024656687,0.005162822,0.040303705,0.024412915,0.047222481,0.026347239,0.115102196,0.110870862,0.035487713,0.027940678,0.065743238,0.049138968,0.045692462,0.063424428,0.029551954,0.03364852,0.110666727,0,0,modern,1,1.905161718,0.0858715,0.42492863,77,76.34846422
PF02805,0.125027891,0.12495561,0.027878605,0.041759768,0.072111653,0.04001873,0.024767364,0.05833734,0.013133208,0.029280235,0.033943954,0.049704432,0.007115,0.066288289,0.073924972,0.049085327,0.054930688,0.00697358,0.043544803,0.057218551,0,0,postLUCA,1,1.047090153,0.2489935,0.55131928,63,60.34591314
PF02810,0.015978835,0.069536992,0.058084064,0.037274419,0.195636708,0.016442542,0.014905321,0.140554035,0.034419128,0.001629327,0.016048708,0.172689564,0.003716008,0.01553736,0.091934674,0.060971117,0.003827171,0.007759152,0.04111747,0.001937406,0,0,postLUCA,1,0.291666313,0.2661515,0.496500881,18,18.10349586
PF02814,0.071075249,0.106729217,0.018765247,0.103253894,0.005066617,0.074445487,0.027697504,0.087220867,0.025318071,0.04550197,0.135455057,0.041748921,0.011379246,0.023906924,0.026143742,0.041666354,0.061347345,0.007663727,0.010861325,0.074753237,0,0,postLUCA,1,0.886228208,0.132353,0.525179118,55,54.33319739
PF02817,0.105997558,0.090216392,0.019975848,0.069706573,0.000454657,0.058468623,0.023519266,0.11758069,0.01045822,0.065733075,0.085494442,0.072998645,0.008903227,0.008720024,0.051452164,0.062132686,0.047959016,0.000454657,0.005785422,0.093988813,0,0,LUCA,1,0.701298124,0.114365,0.566888578,35,34.78918121
PF02823,0.077765292,0.031926454,0.028191102,0.047479101,0.004373346,0.082613018,0.026410893,0.097727301,0.024878678,0.073059572,0.095087858,0.042957575,0.020700847,0.036000354,0.04670013,0.05634413,0.06496631,0.003091184,0.01529642,0.124430436,0,0,postLUCA,1,0.738950187,0.0661412,0.495949316,79,79.5810678
PF02829,0.05225505,0.04448427,0.041502206,0.067390295,0.011558219,0.103233109,0.02756414,0.056615684,0.048206408,0.084426515,0.110720919,0.075030474,0.015650395,0.023885535,0.025227827,0.057246924,0.052799222,0.001247968,0.029726318,0.071228523,0,0,modern,NA,0.779812442,0.1221995,0.426125009,97,97.74751773
CL0210,0.07378622,0.057293583,0.03433731,0.05720823,0.026806177,0.08404553,0.029445487,0.074122948,0.02462536,0.063662745,0.095373203,0.055277745,0.029762098,0.053226785,0.032298669,0.053415459,0.048126892,0.011972568,0.033430818,0.061782172,0,0,preLUCA,2,0.826459891,0.2005619,0.464555705,81,96.27100962
PF02833,0.083113465,0.036589502,0.03824904,0.072434603,0.00446641,0.086972061,0.037115364,0.056148826,0.00892599,0.061983386,0.112935059,0.082783379,0.028897352,0.042269264,0.025915193,0.064530742,0.046612745,0.003228017,0.016870827,0.089958773,0,0,postLUCA,1,0.836080517,0.1137555,0.430480318,123,120.9826494
CL0247,0.098874246,0.068919554,0.026994493,0.053905898,0.008967123,0.070981939,0.035545056,0.051344216,0.029273181,0.050576747,0.110949678,0.047022582,0.017154923,0.055286404,0.068421191,0.05453429,0.052974338,0.011616571,0.024311106,0.062346464,0,0,preLUCA,2,0.732819687,0.11122111,0.487294345,103,107.1321423
CL0546,0.097420921,0.046330657,0.045362985,0.053180954,0.006766421,0.059243903,0.034629209,0.087204997,0.013224549,0.069648393,0.097126318,0.060620999,0.010942759,0.029234357,0.048171365,0.060066714,0.060459848,0.011008767,0.032901356,0.076454527,0,0,LUCA,4,0.824296711,0.196288513,0.480575528,119,110.6565494
CL0535,0.082804473,0.013557521,0.075309862,0.066685694,0.012443586,0.032799922,0.050977917,0.115940268,0.029186581,0.023117126,0.024221505,0.040390646,0.008069471,0.009119543,0.06085028,0.0730304,0.07587382,0.098138715,0.051232294,0.056250378,0,0,postLUCA,2,0.795386349,0.275397,0.557883792,25,29.8516129
CL0608,0.111406326,0.047467683,0.025492175,0.062931115,0.010268762,0.060487254,0.031772328,0.091024033,0.018591779,0.052393642,0.086209143,0.050119523,0.021680248,0.035237557,0.04694356,0.054655571,0.057702057,0.016064018,0.033874227,0.085678997,0,0,LUCA,1,0.878815839,0.1670654,0.510012978,107,97.82059481
PF02861,0.11653042,0.054988137,0.037167393,0.051519483,0.003958341,0.094846915,0.048429359,0.075677531,0.035812437,0.057687522,0.158793424,0.051231481,0.014084721,0.018975278,0.015635888,0.043422169,0.038872667,0.001527168,0.014880936,0.065958732,0,0,postLUCA,1,0.987919254,0.09608745,0.48188789,51,49.03567594
CL0738,0.098737042,0.03133841,0.045713456,0.066968136,0.005035103,0.071885378,0.030359578,0.058628666,0.015285597,0.080657016,0.089562406,0.048706997,0.017628399,0.053310026,0.047988091,0.058628874,0.066740939,0.00897809,0.020217109,0.083630687,0,0,postLUCA,2,1.040726688,0.064560875,0.472818276,69,74.91477208
CL0341,0.097059149,0.05385352,0.040643691,0.057549114,0.011395403,0.078944098,0.030402078,0.077616259,0.025422994,0.060327715,0.091084004,0.048196888,0.021754289,0.029193251,0.046301888,0.053202494,0.048675761,0.013057167,0.037643555,0.077676683,0,0,LUCA,1,0.780280871,0.18277605,0.49206609,164,173.8116889
PF02872,0.092379198,0.04451062,0.053987568,0.068113399,0.005204498,0.053389094,0.037985246,0.097228433,0.011916798,0.057573245,0.082006864,0.043404038,0.022130607,0.039271009,0.045118905,0.054943886,0.065392643,0.008052798,0.039776536,0.077614616,0,0,postLUCA,1,0.77236768,0.146114,0.492995445,151,152.3214567
PF02873,0.099857985,0.060583019,0.042506751,0.044979616,0.010897522,0.069486647,0.041701903,0.089844046,0.022924309,0.07079817,0.081108824,0.069805233,0.013543167,0.03834181,0.045646678,0.051903202,0.039942028,0.010288054,0.017798508,0.078042529,0,0,postLUCA,1,0.840402516,0.09744,0.496563591,101,109.6965214
PF02875,0.10831984,0.074351277,0.034221709,0.071737674,0.009972743,0.061277217,0.027857024,0.074276296,0.030141381,0.059111934,0.086897558,0.047462519,0.020704028,0.036791443,0.04511482,0.046147772,0.049266996,0.005039642,0.027131832,0.084176295,0,0,postLUCA,1,1.079753472,0.1253295,0.507057142,80,77.19757417
CL0754,0.105194412,0.050460086,0.037484643,0.066890485,0.011196178,0.058847978,0.022582134,0.104470115,0.022822917,0.060083643,0.091480845,0.046574824,0.022248044,0.036806018,0.042273108,0.05327498,0.05263317,0.005718709,0.028420679,0.080537032,0,0,preLUCA,2,0.858540514,0.068557733,0.500660275,109,112.9165929
PF02881,0.078136364,0.066622327,0.029085054,0.074336371,0.001281313,0.108376328,0.034718879,0.050399281,0.008001414,0.066053019,0.131944578,0.08704235,0.014572893,0.024313831,0.015225647,0.053980537,0.048447933,0.002328582,0.008175218,0.09695808,0,0,LUCA,1,0.676274607,0.04520795,0.438120296,76,70.82557611
PF02884,0.110235626,0.045095902,0.049596857,0.055026067,0.01141969,0.043282567,0.050827334,0.067201313,0.017712392,0.051993049,0.085388626,0.04647749,0.016881281,0.02508446,0.042807646,0.069133377,0.083974656,0.009066672,0.016805725,0.101989271,0,0,postLUCA,1,0.816618129,0.313709,0.514337249,65,64.51740947
PF02885,0.133501247,0.056749628,0.024358764,0.056169314,0.004156914,0.099032327,0.036635267,0.071467787,0.013018149,0.071583368,0.097464756,0.047515965,0.051461783,0.032479958,0.013600872,0.053132896,0.062037474,0.005192331,0.019202553,0.051238647,0,0,LUCA,1,0.925994592,0.0888805,0.477391395,61,60.33525424
PF02887,0.113480338,0.059946195,0.03193948,0.044234787,0.009994018,0.050306444,0.025214771,0.074724837,0.020264284,0.070652793,0.087392326,0.047548018,0.025857421,0.027405098,0.037951033,0.067269055,0.080241687,0.0087249,0.022681735,0.094170782,0,0,LUCA,1,0.857255982,0.0688208,0.500812884,113,113.9338952
PF02889,0.16606954,0.095223707,0.020223167,0.083331535,0.00470507,0.07246455,0.018086461,0.079004165,0.009852589,0.034564997,0.109457622,0.019208771,0.007089979,0.025629681,0.028295168,0.069507694,0.053352902,0.007683509,0.01255045,0.083698444,0,0,modern,NA,0.66567392,0.04753305,0.594931467,202,185.7034068
PF02898,0.088569049,0.078546187,0.037030249,0.054143394,0.010376573,0.077237459,0.032300178,0.068446151,0.03677622,0.055243111,0.089125339,0.032779294,0.01646682,0.039609118,0.058352546,0.046258871,0.054156256,0.029782404,0.035229542,0.059571239,0,0,modern,NA,0.870094965,0.149417,0.503990916,352,339.9224044
CL0469,0.073085623,0.084058204,0.045021897,0.046528525,0.008954876,0.059404659,0.041536433,0.042061376,0.030644458,0.058077512,0.108567742,0.079771396,0.020480964,0.049855185,0.020367502,0.062791569,0.057088675,0.015734266,0.047872683,0.048096455,0,0,preLUCA,2,0.820935931,0.25245633,0.408692755,82,79.61816844
PF02906,0.097081937,0.040790051,0.02939704,0.049791567,0.025509614,0.078130485,0.023070249,0.090191679,0.01502214,0.06393011,0.077821326,0.065235559,0.032605314,0.046415749,0.049541248,0.050297192,0.053373823,0.005599769,0.025839716,0.080355433,0,0,postLUCA,1,0.760615406,0.2341435,0.487652574,279,251.6235885
CL0174,0.112651936,0.074382044,0.025547266,0.06109941,0.007003248,0.073768111,0.038391743,0.054818247,0.024383428,0.053559523,0.122813044,0.03453906,0.026740782,0.042328969,0.037453932,0.050894471,0.049358938,0.015090539,0.028178918,0.066996392,0,0,postLUCA,26,0.918970659,0.217326713,0.493773676,109,108.3946376
PF02910,0.085769935,0.09578847,0.041512966,0.0646745,0.010757119,0.100404993,0.031903927,0.051738483,0.030670224,0.041345072,0.098266673,0.055320467,0.02906909,0.029499807,0.027221513,0.046376676,0.050087465,0.017548817,0.033748899,0.058294906,0,0,LUCA,1,0.898046056,0.10586505,0.463558109,116,108.4092083
PF02911,0.09932952,0.067557033,0.031772487,0.053674258,0.012410614,0.062554758,0.037673562,0.092575718,0.016253004,0.063152983,0.086404783,0.068206451,0.015074105,0.030197941,0.056418196,0.046697402,0.051520501,0.023970694,0.017870699,0.066685291,0,0,postLUCA,1,0.821299418,0.136935,0.511813704,98,95.48837372
CL0277,0.101568967,0.071239613,0.032273585,0.066611487,0.009044929,0.066921988,0.028218828,0.06489753,0.036089493,0.044061993,0.101714705,0.046558398,0.022140243,0.050828075,0.056763808,0.040918193,0.044233323,0.015740629,0.039678166,0.060496047,0,0,LUCA,1,0.865727541,0.21021564,0.48111313,241,200.0266389
PF02924,0.160524112,0.034551873,0.030303937,0.063838698,0.003814168,0.049928204,0.02871844,0.104582984,0.012998085,0.05242611,0.086948067,0.038291253,0.007374058,0.019355032,0.037064736,0.054579993,0.092751585,0.007194567,0.023199115,0.091554984,0,0,modern,1,0.908568178,0.323977,0.562806043,112,110.6887417
