ancestor,pfamIDs,Clans,avg_transfer
Proteobacteria,PF06059,PF06059,0.0918156
Proteobacteria,PF06062,PF06062,0.0904834
LBCA,PF06067,PF06067,0.190829
TACK,PF06068,CL0023,0.042592
LBCA,PF06071,CL0072,0.108922
Proteobacteria,PF06073,PF06073,0.1163205
LBCA,PF06074,PF06074,0.1644212
post-LBCA,PF06078,CL0123,0.1128175
post-LBCA,PF06080,CL0063,0.151897
post-LBCA,PF06081,CL0307,0.1120175
post-LBCA,PF06082,CL0193,0.0783284
post-LBCA,PF06089,PF06089,0.0926194
Proteobacteria,PF06092,PF06092,0.12935245
LACA,PF06093,CL0167,0.0286755
LUCA,PF06094,CL0278,0.198379
Proteobacteria,PF06097,PF06097,0.1768805
Proteobacteria,PF06099,PF06099,0.204048
LBCA,PF06100,CL0063,0.2713265
Terrabacteria,PF06103,PF06103,0.07115035
Terrabacteria,PF06107,CL0010,0.120855
LBCA,PF06108,CL0084,0.143086
LBCA,PF06114,CL0126,0.382206
Terrabacteria,PF06115,CL0266,0.1703645
Proteobacteria,PF06122,PF06122,0.206807
post-LBCA,PF06123,PF06123,0.1249745
Terrabacteria,PF06124,CL0768,0.09132795
Terrabacteria,PF06125,CL0021,0.16660745
LBCA,PF06127,PF06127,0.15602
post-LBCA,PF06130,PF06130,0.1938835
Terrabacteria,PF06133,PF06133,0.07363135
unclassifiable,PF06134,CL0036,0.11204915
Terrabacteria,PF06135,PF06135,0.0369257
LBCA,PF06144,CL0023,0.07124005
LUCA,PF06146,PF06146,0.1415095
post-LBCA,PF06149,PF06149,0.155585
LBCA,PF06150,PF06150,0.1923985
Terrabacteria,PF06152,PF06152,0.1679958
Terrabacteria,PF06153,CL0089,0.06517195
LBCA,PF06155,PF06155,0.122829
Terrabacteria,PF06156,PF06156,0.0315553
TACK,PF06157,PF06157,0.0750727
Terrabacteria,PF06160,PF06160,0.0187214
LBCA,PF06161,PF06161,0.3433005
LBCA,PF06165,CL0103,0.2081085
post-LBCA,PF06166,PF06166,0.178498
LBCA,PF06167,CL0126,0.110237
Terrabacteria,PF06168,PF06168,0.08517915
Proteobacteria,PF06169,PF06169,0.064725485
LBCA,PF06170,PF06170,0.1109665
LBCA,PF06172,CL0029,0.1634165
LBCA,PF06175,CL0044,0.1000137
unclassifiable,PF06177,CL0315,0.1327595
Proteobacteria,PF06178,CL0193,0.1868885
unclassifiable,PF06180,CL0043,0.1385295
LBCA,PF06181,PF06181,0.1565825
LBCA,PF06182,CL0181,0.1437445
Proteobacteria,PF06183,PF06183,0.0676068
post-LBCA,PF06185,CL0104,0.06253195
Proteobacteria,PF06186,PF06186,0.11290335
Terrabacteria,PF06187,CL0036,0.1341265
post-LBCA,PF06188,CL0255,0.0427905
unclassifiable,PF06189,PF06189,0.146281
LACA,PF06195,PF06195,0.0642792
post-LBCA,PF06196,PF06196,0.129719
LUCA,PF06197,CL0412,0.1891695
post-LBCA,PF06199,CL0504,0.150962
LBCA,PF06202,CL0059,0.1265078
post-LBCA,PF06206,CL0116,0.1092045
Terrabacteria,PF06207,PF06207,0.112174
LBCA,PF06210,PF06210,0.1382525
Proteobacteria,PF06213,PF06213,0.07448555
LUCA,PF06224,CL0123,0.2104255
Proteobacteria,PF06226,PF06226,0.06950505
Proteobacteria,PF06228,CL0312,0.1250425
Proteobacteria,PF06230,CL0109,0.0704336
Proteobacteria,PF06233,PF06233,0.17157
unclassifiable,PF06236,CL0541,0.155096
LBCA,PF06240,CL0209,0.10762685
LBCA,PF06241,CL0582,0.18533
Proteobacteria,PF06242,PF06242,0.0554803
LBCA,PF06243,PF06243,0.122032
LUCA,PF06245,PF06245,0.0846399
post-LBCA,PF06249,CL0029,0.1910295
LUCA,PF06250,CL0236,0.3819705
Proteobacteria,PF06251,CL0072,0.102724
LBCA,PF06252,PF06252,0.1971095
LACA,PF06253,PF06253,0.1974845
Terrabacteria,PF06257,CL0010,0.0277936
Proteobacteria,PF06258,CL0113,0.1280065
post-LBCA,PF06259,CL0028,0.1789795
LBCA,PF06262,CL0126,0.0722313
Terrabacteria,PF06265,PF06265,0.04924915
LUCA,PF06267,PF06267,0.19558
LUCA,PF06271,PF06271,0.166037
LBCA,PF06276,PF06276,0.2212285
post-LBCA,PF06277,CL0108,0.2141835
Terrabacteria,PF06279,PF06279,0.0398212
Terrabacteria,PF06280,CL0159,0.2262745
Proteobacteria,PF06282,PF06282,0.06282575
LBCA,PF06283,CL0014,0.315176
Proteobacteria,PF06288,PF06288,0.0831006
LBCA,PF06289,PF06289,0.0917092
post-LBCA,PF06291,PF06291,0.12956545
unclassifiable,PF06293,CL0016,0.1202245
Proteobacteria,PF06295,PF06295,0.04189855
LBCA,PF06296,CL0136,0.256907
Terrabacteria,PF06298,PF06298,0.3674995
Proteobacteria,PF06299,CL0247,0.1460405
Proteobacteria,PF06303,PF06303,0.0499427
Terrabacteria,PF06304,CL0112,0.3678815
unclassifiable,PF06305,PF06305,0.0994957
LUCA,PF06314,CL0403,0.197951
post-LBCA,PF06315,CL0016,0.0706823
Proteobacteria,PF06319,CL0236,0.0937474
FCB,PF06321,CL0287,0.31337305
LBCA,PF06325,CL0063,0.0853309
Terrabacteria,PF06335,PF06335,0.119258
Terrabacteria,PF06338,CL0061,0.118402
post-LBCA,PF06339,CL0029,0.1603755
LBCA,PF06347,CL0010,0.0774981
LACA,PF06348,PF06348,0.1057875
post-LBCA,PF06353,PF06353,0.15512
post-LBCA,PF06356,CL0236,0.230626
LBCA,PF06368,CL0036,0.13997265
LBCA,PF06379,CL0184,0.12551155
post-LBCA,PF06381,PF06381,0.2081872
LBCA,PF06386,PF06386,0.1006616
LUCA,PF06397,CL0045,0.2298635
Proteobacteria,PF06406,CL0108,0.1909895
Proteobacteria,PF06411,PF06411,0.173447
Proteobacteria,PF06412,PF06412,0.09529795
LBCA,PF06414,CL0023,0.2700195
LBCA,PF06415,PF06415,0.08239845
unclassifiable,PF06418,CL0023,0.0376659
post-LBCA,PF06421,PF06421,0.0827955
LBCA,PF06426,PF06426,0.12537
LBCA,PF06429,PF06429,0.1310335
unclassifiable,PF06433,CL0186,0.176416
LBCA,PF06434,CL0364,0.158225
LBCA,PF06439,CL0004,0.3719505
LBCA,PF06441,CL0028,0.474862
LBCA,PF06445,CL0319,0.2781545
Proteobacteria,PF06450,CL0182,0.05666245
LBCA,PF06452,CL0559,0.2515145
post-LBCA,PF06455,PF06455,0.0759019
Terrabacteria,PF06458,CL0072,0.4589175
unclassifiable,PF06463,PF06463,0.08349795
LBCA,PF06468,CL0154,0.1704365
LBCA,PF06470,PF06470,0.06320475
post-LBCA,PF06472,CL0241,0.1587525
unclassifiable,PF06475,CL0048,0.144779
Proteobacteria,PF06476,PF06476,0.242926
LBCA,PF06480,PF06480,0.1383335
Proteobacteria,PF06481,CL0026,0.1823715
unclassifiable,PF06483,PF06483,0.0633891
Terrabacteria,PF06485,PF06485,0.09178535
Terrabacteria,PF06486,PF06486,0.2297555
Proteobacteria,PF06490,CL0304,0.03104805
Terrabacteria,PF06491,PF06491,0.07654995
LBCA,PF06496,PF06496,0.12781705
LBCA,PF06500,CL0028,0.2610055
post-LBCA,PF06505,CL0210,0.2001835
post-LBCA,PF06506,PF06506,0.2592385
LUCA,PF06508,CL0039,0.1304335
Euryarchaeota,PF06510,PF06510,0.096395811
Terrabacteria,PF06514,CL0198,0.07848745
LBCA,PF06516,CL0408,0.1444617
Proteobacteria,PF06519,CL0428,0.10895165
post-LBCA,PF06525,CL0026,0.050881065
Proteobacteria,PF06526,PF06526,0.0336067
LBCA,PF06527,PF06527,0.4050525
Proteobacteria,PF06528,PF06528,0.216198
Proteobacteria,PF06530,CL0123,0.19498505
Proteobacteria,PF06532,PF06532,0.16065
LBCA,PF06537,CL0318,0.1914865
LBCA,PF06541,PF06541,0.1758505
post-LBCA,PF06545,PF06545,0.192395
LACA,PF06550,CL0130,0.0357263
Proteobacteria,PF06551,CL0204,0.14191
TACK,PF06557,CL0257,0.02478755
LBCA,PF06559,CL0153,0.07627805
LUCA,PF06560,CL0029,0.0982805
post-LBCA,PF06564,CL0023,0.1744855
Proteobacteria,PF06568,PF06568,0.233677
Terrabacteria,PF06569,PF06569,0.0757183
Terrabacteria,PF06570,CL0112,0.0642842
Proteobacteria,PF06572,PF06572,0.06664725
LBCA,PF06574,CL0039,0.0710273
Proteobacteria,PF06577,PF06577,0.02322275
LBCA,PF06580,PF06580,0.2044505
Proteobacteria,PF06586,PF06586,0.184813
PVC,PF06587,PF06587,0.0467721
post-LBCA,PF06594,CL0592,0.5346805
Terrabacteria,PF06596,PF06596,0.2547745
Terrabacteria,PF06605,CL0504,0.35402
Proteobacteria,PF06611,PF06611,0.1115985
Terrabacteria,PF06612,PF06612,0.06315995
unclassifiable,PF06616,CL0236,0.20075655
Proteobacteria,PF06620,PF06620,0.04773165
Terrabacteria,PF06626,PF06626,0.06941045
Proteobacteria,PF06627,CL0123,0.04994895
LBCA,PF06628,PF06628,0.2882885
Proteobacteria,PF06629,CL0193,0.241639
LUCA,PF06634,PF06634,0.2497445
Proteobacteria,PF06649,PF06649,0.09069485
unclassifiable,PF06662,CL0059,0.191892
post-LBCA,PF06666,PF06666,0.13881435
Proteobacteria,PF06667,PF06667,0.1069525
post-LBCA,PF06674,PF06674,0.1020268
TACK,PF06675,PF06675,0.09228355
Proteobacteria,PF06676,PF06676,0.1194407
LACA,PF06677,CL0167,0.0443584
post-LBCA,PF06684,PF06684,0.2276525
LBCA,PF06685,CL0020,0.0876593
Terrabacteria,PF06686,PF06686,0.0900968
LBCA,PF06689,CL0167,0.08615945
post-LBCA,PF06691,CL0112,0.107319
Proteobacteria,PF06693,PF06693,0.1237905
unclassifiable,PF06695,PF06695,0.126441
post-LBCA,PF06698,PF06698,0.114537
Proteobacteria,PF06707,CL0128,0.1752345
post-LBCA,PF06713,CL0266,0.2191395
post-LBCA,PF06715,CL0606,0.2954425
LBCA,PF06718,PF06718,0.1868335
LBCA,PF06719,CL0029,0.2954855
Terrabacteria,PF06722,CL0113,0.582462
post-LBCA,PF06723,CL0108,0.0444582
Terrabacteria,PF06724,PF06724,0.1322115
LBCA,PF06725,CL0199,0.1193445
LBCA,PF06727,CL0193,0.06394685
LUCA,PF06733,CL0023,0.0774027
LBCA,PF06736,PF06736,0.2876685
post-LBCA,PF06737,CL0037,0.1789915
LBCA,PF06738,CL0470,0.09568255
LUCA,PF06739,CL0186,0.563844
LBCA,PF06742,CL0528,0.375648
Proteobacteria,PF06744,CL0154,0.1319155
LUCA,PF06745,CL0023,0.133885
Proteobacteria,PF06748,PF06748,0.0977325
LBCA,PF06750,PF06750,0.1546895
LBCA,PF06751,CL0036,0.184924
post-LBCA,PF06754,PF06754,0.1759035
Proteobacteria,PF06761,PF06761,0.1235727
unclassifiable,PF06762,CL0131,0.1453775
Proteobacteria,PF06763,CL0504,0.1622543
LBCA,PF06764,CL0172,0.1087995
LBCA,PF06769,CL0136,0.2860195
LBCA,PF06772,PF06772,0.2415555
Proteobacteria,PF06776,CL0159,0.096371
Asgard,PF06777,PF06777,0.07075865
LBCA,PF06778,CL0032,0.1000417
LBCA,PF06779,CL0015,0.240118
Terrabacteria,PF06781,PF06781,0.05781065
post-LBCA,PF06782,CL0219,0.1583525
PVC,PF06785,PF06785,0.02060565
Proteobacteria,PF06790,PF06790,0.06975525
Proteobacteria,PF06791,PF06791,0.15487095
LBCA,PF06792,PF06792,0.223894
Proteobacteria,PF06793,PF06793,0.07160295
Proteobacteria,PF06794,PF06794,0.07987205
Proteobacteria,PF06796,PF06796,0.1172495
LBCA,PF06798,PF06798,0.0849975
Terrabacteria,PF06799,PF06799,0.165395
Terrabacteria,PF06800,CL0184,0.14674545
LBCA,PF06803,PF06803,0.207639
Proteobacteria,PF06804,CL0209,0.0555333
unclassifiable,PF06805,CL0072,0.1455056
LUCA,PF06808,CL0182,0.337326
post-LBCA,PF06810,PF06810,0.3248525
post-LBCA,PF06812,PF06812,0.1579815
Euryarchaeota,PF06819,PF06819,0.01891137
LBCA,PF06821,CL0028,0.1710335
Proteobacteria,PF06823,PF06823,0.11103865
post-LBCA,PF06824,CL0059,0.1283525
LBCA,PF06826,CL0064,0.1272245
LUCA,PF06827,CL0167,0.186575
LBCA,PF06831,CL0303,0.139725
LBCA,PF06832,CL0159,0.1251055
unclassifiable,PF06833,CL0127,0.148072
post-LBCA,PF06834,PF06834,0.245846
LBCA,PF06835,CL0259,0.07579745
Terrabacteria,PF06838,CL0061,0.0686483
LBCA,PF06841,CL0504,0.353805
Proteobacteria,PF06844,PF06844,0.176635
Euryarchaeota,PF06847,PF06847,0.0492115
LBCA,PF06848,PF06848,0.141521
LACA,PF06849,CL0063,0.04552875
unclassifiable,PF06850,CL0028,0.124476
Proteobacteria,PF06853,PF06853,0.0329045
Terrabacteria,PF06854,PF06854,0.1418357
Terrabacteria,PF06855,PF06855,0.097455
post-LBCA,PF06857,PF06857,0.1880925
LACA,PF06858,CL0023,0.0410591
LBCA,PF06863,CL0528,0.403155
LBCA,PF06865,CL0029,0.1518945
Terrabacteria,PF06866,CL0095,0.1138245
post-LBCA,PF06868,PF06868,0.2738895
Terrabacteria,PF06874,CL0163,0.1189872
LBCA,PF06877,PF06877,0.12087845
post-LBCA,PF06884,PF06884,0.1668757
LBCA,PF06889,PF06889,0.12014675
Proteobacteria,PF06890,PF06890,0.179143
Proteobacteria,PF06891,CL0691,0.09329185
Proteobacteria,PF06892,PF06892,0.11420385
LBCA,PF06897,CL0500,0.19719
Terrabacteria,PF06898,CL0191,0.0417114
LBCA,PF06902,CL0344,0.1545515
Proteobacteria,PF06904,PF06904,0.0954537
post-LBCA,PF06906,PF06906,0.235925
Terrabacteria,PF06908,CL0349,0.1038917
LBCA,PF06912,CL0142,0.188715
post-LBCA,PF06923,PF06923,0.093899
LBCA,PF06925,CL0113,0.122427
Proteobacteria,PF06934,PF06934,0.1423545
post-LBCA,PF06935,PF06935,0.1207925
Proteobacteria,PF06938,PF06938,0.1007727
TACK,PF06939,PF06939,0.1154745
Terrabacteria,PF06940,CL0125,0.1770285
LBCA,PF06941,CL0137,0.122874
post-LBCA,PF06942,CL0420,0.07573595
LBCA,PF06945,PF06945,0.1614425
Terrabacteria,PF06947,PF06947,0.04783755
Terrabacteria,PF06949,PF06949,0.0877978
post-LBCA,PF06953,CL0172,0.2189485
Proteobacteria,PF06956,PF06956,0.1177961
LBCA,PF06961,PF06961,0.196879
LBCA,PF06962,CL0063,0.1092085
LBCA,PF06964,CL0369,0.155513
LBCA,PF06965,CL0064,0.15548485
LBCA,PF06966,CL0115,0.173654
Terrabacteria,PF06967,PF06967,0.2801405
LBCA,PF06968,PF06968,0.139568
LBCA,PF06969,CL0123,0.1047575
Terrabacteria,PF06970,CL0123,0.296644
LBCA,PF06971,CL0123,0.04800765
LACA,PF06973,CL0179,0.0523128
LBCA,PF06974,PF06974,0.1894135
post-LBCA,PF06977,CL0186,0.145506
post-LBCA,PF06980,CL0193,0.219777
LBCA,PF06983,CL0104,0.315655
Proteobacteria,PF06986,PF06986,0.192565
Proteobacteria,PF06988,PF06988,0.124864
Proteobacteria,PF06992,PF06992,0.04960185
LBCA,PF06993,CL0447,0.252631
Proteobacteria,PF06995,PF06995,0.1578878
post-LBCA,PF06996,PF06996,0.13436205
post-LBCA,PF06998,PF06998,0.1365975
post-LBCA,PF06999,PF06999,0.09326935
LBCA,PF07005,PF07005,0.23619
unclassifiable,PF07007,PF07007,0.3753985
LBCA,PF07009,PF07009,0.1343295
post-LBCA,PF07012,PF07012,0.5153215
post-LBCA,PF07015,CL0023,0.180119
Proteobacteria,PF07017,CL0193,0.0752872
LBCA,PF07021,CL0063,0.08375895
unclassifiable,PF07022,CL0123,0.1414885
Proteobacteria,PF07023,PF07023,0.0221902
post-LBCA,PF07024,PF07024,0.1663885
post-LBCA,PF07027,PF07027,0.09808335
LBCA,PF07030,PF07030,0.260562
LBCA,PF07040,PF07040,0.204398
Proteobacteria,PF07042,CL0123,0.2646304
LBCA,PF07043,PF07043,0.1935365
Proteobacteria,PF07044,CL0048,0.1570047
LUCA,PF07045,CL0032,0.326387
LBCA,PF07055,CL0063,0.1413855
LBCA,PF07063,CL0104,0.1398505
LBCA,PF07070,CL0135,0.1030085
post-LBCA,PF07071,CL0036,0.1904325
Proteobacteria,PF07072,PF07072,0.0398487
Proteobacteria,PF07073,CL0639,0.1662985
LBCA,PF07075,CL0063,0.133666
Proteobacteria,PF07076,CL0021,0.1597125
LBCA,PF07077,PF07077,0.160603
PVC,PF07079,PF07079,0.01237285
LBCA,PF07080,CL0051,0.310466
LBCA,PF07081,CL0004,0.2073845
post-LBCA,PF07082,CL0028,0.116644
post-LBCA,PF07083,PF07083,0.11421975
LBCA,PF07085,CL0365,0.0947205
LBCA,PF07087,PF07087,0.244
LBCA,PF07090,CL0014,0.09539505
LBCA,PF07098,PF07098,0.1368785
LBCA,PF07099,PF07099,0.118363
LBCA,PF07100,PF07100,0.1634695
LBCA,PF07103,PF07103,0.1336635
LBCA,PF07109,CL0063,0.144737
LBCA,PF07110,CL0032,0.2971655
unclassifiable,PF07119,PF07119,0.05661365
Proteobacteria,PF07120,CL0123,0.2121095
Proteobacteria,PF07126,CL0010,0.01881995
Proteobacteria,PF07130,PF07130,0.0936015
Terrabacteria,PF07136,PF07136,0.07177
LBCA,PF07143,CL0116,0.146379
PVC,PF07146,PF07146,0.07397185
Proteobacteria,PF07148,PF07148,0.09888155
post-LBCA,PF07152,CL0236,0.1464595
LUCA,PF07155,CL0315,0.174412
post-LBCA,PF07157,PF07157,0.3816415
post-LBCA,PF07158,CL0182,0.2323845
Terrabacteria,PF07161,CL0048,0.0458601
LBCA,PF07166,PF07166,0.3046915
Proteobacteria,PF07167,CL0028,0.1398165
unclassifiable,PF07168,CL0184,0.2817675
LBCA,PF07171,PF07171,0.3312435
Terrabacteria,PF07176,CL0028,0.177847
Proteobacteria,PF07178,PF07178,0.16377365
LBCA,PF07179,PF07179,0.125735
Proteobacteria,PF07183,PF07183,0.212474
TACK,PF07185,PF07185,0.0991774
Terrabacteria,PF07187,PF07187,0.0904296
Proteobacteria,PF07191,CL0167,0.115493
unclassifiable,PF07194,CL0634,0.1151105
LBCA,PF07195,PF07195,0.1572065
LBCA,PF07196,PF07196,0.2159825
post-LBCA,PF07201,CL0646,0.07046215
Proteobacteria,PF07208,PF07208,0.0461164
Proteobacteria,PF07209,CL0766,0.148808
Terrabacteria,PF07210,CL0287,0.0665676
Proteobacteria,PF07219,CL0020,0.0513422
unclassifiable,PF07221,CL0059,0.1436875
LBCA,PF07224,CL0028,0.228423
Proteobacteria,PF07226,PF07226,0.03379625
LBCA,PF07228,CL0238,0.152108
Proteobacteria,PF07233,CL0159,0.06457195
post-LBCA,PF07235,PF07235,0.249431
Proteobacteria,PF07237,CL0032,0.2707535
LBCA,PF07238,PF07238,0.332086
LBCA,PF07244,CL0191,0.085356
Proteobacteria,PF07254,PF07254,0.181292
Terrabacteria,PF07261,PF07261,0.122163
Proteobacteria,PF07264,PF07264,0.08406135
Proteobacteria,PF07273,CL0648,0.1143585
LBCA,PF07274,PF07274,0.1806985
LBCA,PF07275,PF07275,0.1698935
Proteobacteria,PF07277,PF07277,0.211687
LUCA,PF07282,CL0167,0.2969865
FCB,PF07284,PF07284,0.1996355
LBCA,PF07285,PF07285,0.06457235
post-LBCA,PF07286,PF07286,0.186435
LBCA,PF07287,PF07287,0.200436
Terrabacteria,PF07288,PF07288,0.066301
LBCA,PF07290,CL0021,0.137672
LBCA,PF07291,CL0131,0.153084
Terrabacteria,PF07293,PF07293,0.1183795
post-LBCA,PF07295,CL0167,0.07796525
post-LBCA,PF07298,CL0115,0.196591
Terrabacteria,PF07299,PF07299,0.159136
post-LBCA,PF07301,PF07301,0.0977509
post-LBCA,PF07302,CL0399,0.11893455
Terrabacteria,PF07307,CL0613,0.03111775
post-LBCA,PF07308,PF07308,0.135824
Proteobacteria,PF07309,PF07309,0.1103775
Proteobacteria,PF07310,CL0183,0.08048445
LUCA,PF07311,CL0319,0.160442
LBCA,PF07313,CL0125,0.105302
post-LBCA,PF07314,PF07314,0.1073955
Terrabacteria,PF07315,CL0172,0.1143705
Proteobacteria,PF07317,PF07317,0.1035205
Euryarchaeota,PF07318,CL0108,0.0874373
Terrabacteria,PF07319,PF07319,0.06480725
Proteobacteria,PF07323,PF07323,0.008468245
Proteobacteria,PF07330,PF07330,0.091664
LBCA,PF07331,PF07331,0.284793
LBCA,PF07332,PF07332,0.131124
post-LBCA,PF07335,PF07335,0.13148435
LBCA,PF07336,PF07336,0.3611765
Proteobacteria,PF07338,PF07338,0.3589435
Proteobacteria,PF07345,PF07345,0.156563
post-LBCA,PF07348,CL0526,0.0367366
post-LBCA,PF07350,CL0029,0.124691
LBCA,PF07352,PF07352,0.1311323
post-LBCA,PF07355,PF07355,0.2089205
Proteobacteria,PF07357,PF07357,0.0823551
Proteobacteria,PF07361,PF07361,0.1245485
LACA,PF07362,CL0057,0.1702565
LBCA,PF07364,PF07364,0.330633
LUCA,PF07366,CL0051,0.4318485
Proteobacteria,PF07369,PF07369,0.1617115
Proteobacteria,PF07370,PF07370,0.1303247
Proteobacteria,PF07372,PF07372,0.07020015
Terrabacteria,PF07374,CL0123,0.3850195
post-LBCA,PF07377,CL0314,0.18471985
Proteobacteria,PF07378,PF07378,0.09592835
PVC,PF07379,PF07379,0.0190516
unclassifiable,PF07381,CL0123,0.06177075
LBCA,PF07382,PF07382,0.2518735
Proteobacteria,PF07383,PF07383,0.0511601
LBCA,PF07385,CL0029,0.1908925
LBCA,PF07386,CL0545,0.159045
LBCA,PF07388,CL0113,0.16053115
LBCA,PF07394,CL0088,0.184459
LBCA,PF07396,CL0193,0.261291
Terrabacteria,PF07398,CL0311,0.22024
PVC,PF07399,CL0182,0.07668365
Terrabacteria,PF07408,PF07408,0.04538695
Proteobacteria,PF07409,PF07409,0.2164615
LBCA,PF07411,PF07411,0.2270935
Proteobacteria,PF07417,PF07417,0.0309943
Terrabacteria,PF07423,PF07423,0.104488
post-LBCA,PF07429,CL0113,0.155096
Euryarchaeota,PF07431,PF07431,0.0267273
post-LBCA,PF07432,PF07432,0.09371
Proteobacteria,PF07433,CL0186,0.1694625
Terrabacteria,PF07435,CL0285,0.03404285
Proteobacteria,PF07437,CL0193,0.08645125
Terrabacteria,PF07441,PF07441,0.050455
Terrabacteria,PF07444,PF07444,0.192733
Proteobacteria,PF07445,PF07445,0.086097
Proteobacteria,PF07449,CL0172,0.1701235
Terrabacteria,PF07451,CL0046,0.107001
LBCA,PF07452,PF07452,0.237175
Terrabacteria,PF07454,CL0105,0.0679824
Terrabacteria,PF07456,CL0315,0.09518
Terrabacteria,PF07457,CL0430,0.1359115
LBCA,PF07460,PF07460,0.1365408
post-LBCA,PF07463,PF07463,0.1789045
Terrabacteria,PF07465,PF07465,0.122027
Terrabacteria,PF07466,PF07466,0.05738325
LBCA,PF07470,CL0059,0.2973525
Proteobacteria,PF07475,CL0374,0.04936735
Terrabacteria,PF07476,CL0036,0.07331645
LBCA,PF07477,PF07477,0.161271
LBCA,PF07478,CL0179,0.10065785
LBCA,PF07479,CL0106,0.07282485
LBCA,PF07484,PF07484,0.572491
post-LBCA,PF07485,PF07485,0.1389068
LBCA,PF07486,PF07486,0.1306105
unclassifiable,PF07488,CL0036,0.1593685
LBCA,PF07494,CL0186,0.5259375
LBCA,PF07495,CL0159,0.4553505
LBCA,PF07497,CL0021,0.0555485
LBCA,PF07498,CL0306,0.0925039
unclassifiable,PF07499,CL0214,0.0683635
post-LBCA,PF07501,CL0593,0.1594115
LBCA,PF07503,PF07503,0.195287
LBCA,PF07504,CL0320,0.202432
LBCA,PF07505,CL0036,0.2735135
post-LBCA,PF07506,CL0123,0.32222
LBCA,PF07508,CL0123,0.45621
Proteobacteria,PF07509,PF07509,0.2076185
LBCA,PF07510,CL0263,0.3616625
Proteobacteria,PF07511,CL0172,0.2683235
Proteobacteria,PF07514,CL0237,0.229016
Proteobacteria,PF07515,CL0123,0.2113625
Terrabacteria,PF07516,PF07516,0.02915425
LBCA,PF07517,CL0023,0.05227135
unclassifiable,PF07519,CL0028,0.298633
post-LBCA,PF07520,PF07520,0.09304285
LUCA,PF07521,CL0398,0.07068535
Terrabacteria,PF07523,CL0159,0.4065025
post-LBCA,PF07532,CL0159,0.3109035
Proteobacteria,PF07536,CL0025,0.4056535
Terrabacteria,PF07537,PF07537,0.05631305
LBCA,PF07538,PF07538,0.145324
LACA,PF07541,PF07541,0.03597195
Proteobacteria,PF07542,PF07542,0.10346035
PVC,PF07548,PF07548,0.128165
LBCA,PF07549,PF07549,0.07378145
post-LBCA,PF07550,PF07550,0.1707614
Terrabacteria,PF07552,PF07552,0.237018
Terrabacteria,PF07553,PF07553,0.4404825
Terrabacteria,PF07554,CL0598,0.5045815
LBCA,PF07555,CL0036,0.1331005
LBCA,PF07556,PF07556,0.1489135
LBCA,PF07559,PF07559,0.1305535
PVC,PF07560,PF07560,0.0525175
post-LBCA,PF07561,PF07561,0.1219715
Terrabacteria,PF07563,CL0010,0.4049965
Terrabacteria,PF07564,CL0598,0.247942
post-LBCA,PF07566,PF07566,0.177515
LBCA,PF07568,CL0025,0.1489565
PVC,PF07577,PF07577,0.02314845
post-LBCA,PF07578,CL0141,0.1316455
PVC,PF07579,PF07579,0.01587205
LBCA,PF07581,PF07581,0.5751105
LBCA,PF07583,PF07583,0.1654217
LBCA,PF07584,PF07584,0.0924433
PVC,PF07585,CL0193,0.1275674
post-LBCA,PF07586,PF07586,0.1232168
LBCA,PF07587,PF07587,0.1960535
LBCA,PF07589,PF07589,0.463102
LBCA,PF07591,CL0363,0.231313
LBCA,PF07592,CL0219,0.1897476
LBCA,PF07593,PF07593,0.305069
PVC,PF07595,PF07595,0.3780435
PVC,PF07596,PF07596,0.198709
LBCA,PF07602,CL0268,0.399945
Proteobacteria,PF07603,PF07603,0.2349435
post-LBCA,PF07606,CL0310,0.175828
LBCA,PF07607,CL0126,0.0711516
post-LBCA,PF07608,CL0048,0.041562685
LBCA,PF07609,CL0310,0.2770895
LBCA,PF07610,CL0159,0.09419645
Terrabacteria,PF07613,PF07613,0.19715
post-LBCA,PF07615,CL0360,0.1576695
LBCA,PF07617,CL0116,0.185655
PVC,PF07622,CL0004,0.08480005
post-LBCA,PF07624,PF07624,0.200744
LBCA,PF07626,PF07626,0.190212
post-LBCA,PF07627,PF07627,0.199414
post-LBCA,PF07631,PF07631,0.15961785
LBCA,PF07632,CL0727,0.4271725
Proteobacteria,PF07634,PF07634,0.0000001
LBCA,PF07635,CL0318,0.3264335
post-LBCA,PF07637,PF07637,0.2203705
LBCA,PF07638,CL0123,0.2503255
PVC,PF07639,PF07639,0.09732823
LBCA,PF07642,CL0193,0.1381641
Proteobacteria,PF07648,CL0005,0.0598878
LUCA,PF07650,CL0007,0.0468544
unclassifiable,PF07653,CL0010,0.1075239
Proteobacteria,PF07655,PF07655,0.1004585
unclassifiable,PF07659,PF07659,0.112092
post-LBCA,PF07660,CL0751,0.1294175
LBCA,PF07661,CL0251,0.4241725
LBCA,PF07662,PF07662,0.11441515
post-LBCA,PF07663,PF07663,0.1777725
